whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,other vegetables,white bread,bottled water,chocolate,,,,,,,,,,,,,,,,,,,,,,,,
chicken,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,
fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
packaged fruit/vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter milk,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,root vegetables,other vegetables,frozen dessert,rolls/buns,flour,sweet spreads,salty snack,waffles,candy,bathroom cleaner,,,,,,,,,,,,,,,,,,
pork,other vegetables,specialty fat,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,mustard,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,
liver loaf,organic sausage,pastry,fruit/vegetable juice,candles,,,,,,,,,,,,,,,,,,,,,,,,
specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,beef,citrus fruit,root vegetables,other vegetables,whole milk,rolls/buns,flour,pasta,oil,waffles,seasonal products,female sanitary products,,,,,,,,,,,,,,,,
curd,bottled water,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,citrus fruit,root vegetables,butter,yogurt,whipped/sour cream,frozen meals,pasta,oil,fruit/vegetable juice,waffles,dishes,cookware,,,,,,,,,,,,,,,,
yogurt,bottled water,male cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,other vegetables,whole milk,curd,ice cream,rolls/buns,sugar,soda,napkins,potted plants,,,,,,,,,,,,,,,,,,,
pip fruit,sweet spreads,coffee,napkins,dishes,,,,,,,,,,,,,,,,,,,,,,,,
coffee,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,berries,yogurt,soda,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,condensed milk,rolls/buns,pickled vegetables,bottled water,brandy,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,rolls/buns,canned fish,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,citrus fruit,onions,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,
pork,onions,rolls/buns,margarine,canned vegetables,soda,salty snack,house keeping products,,,,,,,,,,,,,,,,,,,,,
ham,tropical fruit,pip fruit,other vegetables,whole milk,processed cheese,frozen vegetables,brown bread,soda,shopping bags,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,soft cheese,rolls/buns,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,pip fruit,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,hamburger meat,tropical fruit,root vegetables,whole milk,UHT-milk,domestic eggs,rolls/buns,semi-finished bread,margarine,pickled vegetables,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turkey,tropical fruit,yogurt,UHT-milk,brown bread,pastry,,,,,,,,,,,,,,,,,,,,,,,
meat,rolls/buns,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,UHT-milk,rolls/buns,pastry,canned beer,,,,,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,sliced cheese,mustard,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,soda,canned beer,waffles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
misc. beverages,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,UHT-milk,domestic eggs,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,pork,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,white bread,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,
oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,whole milk,yogurt,rolls/buns,chewing gum,candles,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,other vegetables,yogurt,spread cheese,soda,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,pip fruit,other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,pip fruit,herbs,other vegetables,butter,rolls/buns,white bread,oil,canned fish,soda,,,,,,,,,,,,,,,,,,,
whole milk,yogurt,beverages,mustard,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,
curd,yogurt,mayonnaise,brown bread,margarine,sugar,ketchup,dish cleaner,cling film/bags,,,,,,,,,,,,,,,,,,,,
pork,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,onions,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,whole milk,margarine,bottled beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,pip fruit,rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,tropical fruit,whole milk,bottled water,specialty bar,detergent,newspapers,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,soda,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,
sliced cheese,rolls/buns,margarine,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,pip fruit,other vegetables,butter,cream cheese,mayonnaise,domestic eggs,pastry,rice,margarine,canned fruit,canned fish,coffee,tea,candles,,,,,,,,,,,,,,
other vegetables,whole milk,curd,spread cheese,curd cheese,rolls/buns,brown bread,Instant food products,coffee,,,,,,,,,,,,,,,,,,,,
ham,beef,other vegetables,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
butter,bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,root vegetables,margarine,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,
meat,citrus fruit,other vegetables,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,curd,mayonnaise,pastry,flour,canned fish,waffles,,,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,root vegetables,whole milk,butter,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,
meat,pork,onions,salad dressing,domestic eggs,white bread,flour,salt,bottled beer,,,,,,,,,,,,,,,,,,,,
sausage,whole milk,yogurt,pastry,pudding powder,bottled water,soda,bottled beer,canned beer,male cosmetics,flower (seeds),,,,,,,,,,,,,,,,,,
citrus fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,other vegetables,butter milk,yogurt,sliced cheese,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,
frozen meals,oil,bottled water,bottled beer,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,rolls/buns,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,
grapes,whole milk,baking powder,candles,photo/film,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,liquor,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,
fruit/vegetable juice,nut snack,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,sliced cheese,mayonnaise,rolls/buns,mustard,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,domestic eggs,pasta,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spread cheese,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,other vegetables,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,roll products,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,baking powder,bottled water,soda,cooking chocolate,candles,,,,,,,,,,,,,,,,,,,,,,,
chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,whole milk,rolls/buns,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,sliced cheese,hard cheese,white bread,brown bread,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,butter,candy,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,UHT-milk,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,specialty cheese,misc. beverages,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,
pork,white bread,pastry,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,whole milk,dessert,spices,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,grapes,whole milk,canned fish,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,baking powder,,,,,,,,,,,,,,,,,,,,,,,,,,,
finished products,tropical fruit,bottled water,popcorn,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,meat,pip fruit,other vegetables,yogurt,rolls/buns,brown bread,bottled water,soda,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,,,,
tropical fruit,pip fruit,root vegetables,whole milk,yogurt,rolls/buns,sweet spreads,cat food,pet care,hygiene articles,shopping bags,,,,,,,,,,,,,,,,,,
soda,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cookware,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen vegetables,sugar,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,dessert,yogurt,frozen vegetables,domestic eggs,salt,pasta,specialty fat,bottled water,newspapers,,,,,,,,,,,,,,,,,,,
frankfurter,root vegetables,whole milk,butter milk,whipped/sour cream,rolls/buns,pastry,vinegar,coffee,bottled water,dish cleaner,female sanitary products,,,,,,,,,,,,,,,,,
tropical fruit,yogurt,processed cheese,rolls/buns,bottled water,soda,misc. beverages,female sanitary products,,,,,,,,,,,,,,,,,,,,,
root vegetables,whole milk,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,dessert,rolls/buns,pastry,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,citrus fruit,butter,frozen vegetables,pasta,sweet spreads,coffee,,,,,,,,,,,,,,,,,,,,,,
whole milk,butter,yogurt,frozen meals,bottled water,bottled beer,canned beer,chocolate,flower (seeds),,,,,,,,,,,,,,,,,,,,
citrus fruit,root vegetables,other vegetables,salt,bottled water,chewing gum,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,butter milk,frozen vegetables,pastry,dish cleaner,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,grapes,oil,canned vegetables,tea,fruit/vegetable juice,snack products,,,,,,,,,,,,,,,,,,,,,,
canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,pip fruit,whole milk,curd,yogurt,frozen meals,,,,,,,,,,,,,,,,,,,,,,,
butter milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,whole milk,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,yogurt,ice cream,soda,,,,,,,,,,,,,,,,,,,,,,,,,
pork,pip fruit,other vegetables,whole milk,yogurt,frozen fish,flour,sugar,baking powder,long life bakery product,chewing gum,,,,,,,,,,,,,,,,,,
pip fruit,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,organic sausage,whole milk,butter,UHT-milk,frozen vegetables,pickled vegetables,cat food,female sanitary products,,,,,,,,,,,,,,,,,,,,
root vegetables,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,
sauces,red/blush wine,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,cream cheese,frozen vegetables,rolls/buns,chocolate,candy,potted plants,,,,,,,,,,,,,,,,,,,,,
whole milk,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,whipped/sour cream,canned beer,liquor,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,meat spreads,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,sliced cheese,rolls/buns,napkins,potted plants,,,,,,,,,,,,,,,,,,,,,,,,
sausage,chicken,beef,root vegetables,other vegetables,curd,yogurt,cream cheese,ice cream,newspapers,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,root vegetables,other vegetables,packaged fruit/vegetables,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,domestic eggs,sugar,instant coffee,bottled water,soda,bottled beer,red/blush wine,waffles,specialty chocolate,,,,,,,,,,,,,,,,,,
pip fruit,dessert,rolls/buns,pastry,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,
dessert,zwieback,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,frozen meals,pasta,canned fish,coffee,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,yogurt,sliced cheese,mayonnaise,rolls/buns,pasta,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,
frankfurter,pork,citrus fruit,pip fruit,other vegetables,whipped/sour cream,UHT-milk,salad dressing,frozen potato products,salty snack,newspapers,,,,,,,,,,,,,,,,,,
whipped/sour cream,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,curd,rolls/buns,pastry,pasta,margarine,,,,,,,,,,,,,,,,,,,,,,,
whole milk,butter,whipped/sour cream,condensed milk,soft cheese,hard cheese,processed cheese,frozen vegetables,detergent,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,margarine,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,tropical fruit,whole milk,rolls/buns,margarine,,,,,,,,,,,,,,,,,,,,,,,,
sausage,meat,turkey,citrus fruit,tropical fruit,pip fruit,root vegetables,onions,herbs,other vegetables,whole milk,curd,yogurt,whipped/sour cream,soft cheese,cream cheese,frozen vegetables,brown bread,pastry,semi-finished bread,margarine,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liver loaf,pork,citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk,curd,dessert,yogurt,frozen vegetables,brown bread,semi-finished bread,oil,dog food,fruit/vegetable juice,,,,,,,,,,,,,
citrus fruit,tropical fruit,root vegetables,herbs,other vegetables,whole milk,yogurt,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,
citrus fruit,whole milk,sliced cheese,rolls/buns,pastry,roll products,coffee,bottled water,soda,bottled beer,canned beer,rum,waffles,chocolate,,,,,,,,,,,,,,,
hamburger meat,whole milk,curd,dessert,,,,,,,,,,,,,,,,,,,,,,,,,
ham,beef,tropical fruit,pip fruit,other vegetables,whole milk,dessert,yogurt,whipped/sour cream,soft cheese,frozen potato products,rolls/buns,soda,long life bakery product,chocolate,,,,,,,,,,,,,,
citrus fruit,pip fruit,other vegetables,canned vegetables,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,dessert,domestic eggs,pastry,napkins,,,,,,,,,,,,,,,,,,,,,,,
yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onions,bottled water,soda,canned beer,chewing gum,male cosmetics,napkins,cling film/bags,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,pastry,semi-finished bread,white wine,detergent,,,,,,,,,,,,,,,,,,,,,,,,
sausage,ham,meat,pork,tropical fruit,pip fruit,grapes,other vegetables,whole milk,butter,whipped/sour cream,frozen meals,frozen fish,ice cream,domestic eggs,pastry,soda,syrup,detergent,,,,,,,,,,
chicken,tropical fruit,whole milk,pastry,soda,long life bakery product,waffles,chocolate,,,,,,,,,,,,,,,,,,,,,
other vegetables,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,pip fruit,whole milk,curd,yogurt,frozen vegetables,frozen meals,white bread,instant coffee,misc. beverages,bottled beer,hygiene articles,,,,,,,,,,,,,,,,,
chicken,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,female sanitary products,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,whole milk,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,
sausage,berries,whole milk,yogurt,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,
frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,brown bread,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen vegetables,frozen meals,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,sugar,napkins,dishes,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,roll products,Instant food products,coffee,candles,,,,,,,,,,,,,,,,,,,,,,,,
butter,whipped/sour cream,brown bread,pastry,canned vegetables,fruit/vegetable juice,long life bakery product,,,,,,,,,,,,,,,,,,,,,,
sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,
hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onions,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,
herbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,pip fruit,curd,artif. sweetener,dog food,coffee,,,,,,,,,,,,,,,,,,,,,,,
white bread,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,root vegetables,sugar,coffee,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,
misc. beverages,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,soda,bottled beer,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,
potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,tropical fruit,frozen vegetables,pickled vegetables,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pork,fish,citrus fruit,berries,whipped/sour cream,soda,fruit/vegetable juice,bathroom cleaner,soap,,,,,,,,,,,,,,,,,,,
ice cream,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,root vegetables,whole milk,dessert,yogurt,whipped/sour cream,cream cheese,semi-finished bread,canned fruit,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,
bottled beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,yogurt,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,canned vegetables,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,butter,yogurt,cream cheese,vinegar,pet care,fruit/vegetable juice,cling film/bags,,,,,,,,,,,,,,,,,,,,
other vegetables,frozen vegetables,pastry,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,berries,onions,other vegetables,condensed milk,soft cheese,oil,pickled vegetables,specialty vegetables,coffee,bottled water,soda,bottled beer,dish cleaner,male cosmetics,cling film/bags,,,,,,,,,,,,,
sausage,chicken,beef,pip fruit,root vegetables,onions,yogurt,soft cheese,mayonnaise,margarine,jam,sweet spreads,coffee,bottled water,soda,dish cleaner,,,,,,,,,,,,,
root vegetables,frozen meals,white bread,snack products,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,
sausage,chicken,pip fruit,berries,other vegetables,dessert,yogurt,frozen vegetables,frozen meals,brown bread,semi-finished bread,ketchup,spices,ready soups,soda,canned beer,popcorn,,,,,,,,,,,,
pip fruit,vinegar,bottled water,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,berries,yogurt,domestic eggs,brown bread,soda,candy,,,,,,,,,,,,,,,,,,,,,,
pork,other vegetables,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,margarine,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,curd,dessert,whipped/sour cream,pastry,sauces,coffee,soda,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,,,,,
UHT-milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,grapes,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flour,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,whole milk,bottled water,specialty chocolate,candy,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter milk,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,
salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,onions,whipped/sour cream,UHT-milk,frozen dessert,margarine,syrup,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,other vegetables,dessert,yogurt,whipped/sour cream,hard cheese,curd cheese,white bread,semi-finished bread,cat food,bottled water,seasonal products,softener,flower soil/fertilizer,flower (seeds),,,,,,,,,,,,,
ham,other vegetables,whole milk,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pip fruit,onions,spices,cat food,bottled beer,newspapers,,,,,,,,,,,,,,,,,,,,,,
root vegetables,yogurt,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,frozen potato products,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
onions,dessert,yogurt,domestic eggs,rolls/buns,brown bread,pastry,cat food,bottled water,soda,fruit/vegetable juice,long life bakery product,chocolate,female sanitary products,napkins,,,,,,,,,,,,,,
whole milk,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,onions,pastry,potato products,bottled water,,,,,,,,,,,,,,,,,,,,,,,,
pork,tropical fruit,berries,whole milk,yogurt,white bread,oil,,,,,,,,,,,,,,,,,,,,,,
cat food,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
brown bread,margarine,long life bakery product,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,
berries,dessert,whipped/sour cream,bottled water,soda,fruit/vegetable juice,white wine,,,,,,,,,,,,,,,,,,,,,,
ham,whole milk,domestic eggs,pastry,oil,baking powder,chewing gum,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,
fish,brown bread,pet care,napkins,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,root vegetables,white bread,roll products,semi-finished bread,soda,napkins,,,,,,,,,,,,,,,,,,,,,,
bottled beer,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,ham,whole milk,dessert,margarine,baking powder,bottled water,,,,,,,,,,,,,,,,,,,,,,
sausage,chicken,other vegetables,whole milk,yogurt,cream cheese,brown bread,soda,,,,,,,,,,,,,,,,,,,,,
sausage,root vegetables,other vegetables,dessert,yogurt,whipped/sour cream,sliced cheese,domestic eggs,white bread,pastry,bottled water,fruit/vegetable juice,popcorn,,,,,,,,,,,,,,,,
sausage,rolls/buns,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,yogurt,beverages,domestic eggs,white bread,cat food,,,,,,,,,,,,,,,,,,,,,,,
whole milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
