citrus fruit,semi-finished bread,margarine,ready soups,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27,Column 28,Column 29,Column 30,Column 31,Column 32
bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,other vegetables,yogurt,mayonnaise,mustard,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,other vegetables,whole milk,curd,frozen dessert,rolls/buns,margarine,jam,,,,,,,,,,,,,,,,,,,,,,,,
butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,pip fruit,grapes,onions,other vegetables,sliced cheese,cream cheese,mayonnaise,ice cream,frozen dessert,margarine,mustard,soups,pickled vegetables,coffee,long life bakery product,chocolate,seasonal products,female sanitary products,hygiene articles,cling film/bags,,,,,,,,,,
frankfurter,frozen potato products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,soda,cake bar,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,other vegetables,hard cheese,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,hamburger meat,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,herbs,frozen vegetables,bottled water,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,rolls/buns,bottled water,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,other vegetables,whole milk,mustard,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweet spreads,soda,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,pastry,flour,margarine,canned fish,long life bakery product,chocolate,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,hard cheese,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,whole milk,butter,pastry,semi-finished bread,coffee,candy,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,hard cheese,soda,nut snack,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,chicken,brown bread,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,yogurt,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,butter,hard cheese,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,ham,citrus fruit,other vegetables,butter,hard cheese,curd cheese,domestic eggs,rolls/buns,brown bread,margarine,soda,candy,,,,,,,,,,,,,,,,,,,
hamburger meat,whole milk,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,ham,pip fruit,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish cleaner,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sauces,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,whole milk,butter milk,beverages,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
beverages,soft cheese,rolls/buns,sugar,misc. beverages,candy,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,soda,bottled beer,dental care,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,butter milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,sliced cheese,misc. beverages,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,tropical fruit,dessert,rolls/buns,brown bread,seasonal products,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,bottled beer,liquor (appetizer),chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,yogurt,hard cheese,rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,other vegetables,whole milk,canned fish,coffee,specialty bar,candy,,,,,,,,,,,,,,,,,,,,,,,,,
beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,whole milk,yogurt,processed cheese,ice cream,frozen dessert,rolls/buns,white bread,brown bread,sugar,coffee,bottled water,soda,bottled beer,candy,,,,,,,,,,,,,,,,,
chocolate,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,beverages,bottled water,cake bar,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,beef,root vegetables,butter,flour,fruit/vegetable juice,whisky,white wine,napkins,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instant coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,beverages,flour,margarine,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,berries,root vegetables,whole milk,yogurt,cream cheese,rolls/buns,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,meat,berries,root vegetables,butter,whipped/sour cream,frozen vegetables,domestic eggs,rolls/buns,oil,specialty fat,spices,baking powder,bottled beer,waffles,napkins,,,,,,,,,,,,,,,,
pip fruit,root vegetables,other vegetables,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pip fruit,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oil,margarine,bottled water,red/blush wine,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,hamburger meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,butter milk,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pork,berries,other vegetables,whole milk,rolls/buns,brown bread,roll products,margarine,sweet spreads,softener,,,,,,,,,,,,,,,,,,,,,
other vegetables,soda,bottled beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brown bread,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
processed cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,citrus fruit,other vegetables,whole milk,curd,yogurt,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,
pasta,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,soda,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sliced cheese,rolls/buns,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic eggs,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,beef,citrus fruit,tropical fruit,cream cheese,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,root vegetables,other vegetables,roll products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,yogurt,frozen potato products,brown bread,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snack products,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mustard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pork,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen meals,frozen fish,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,other vegetables,yogurt,hard cheese,pastry,canned vegetables,soda,,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
herbs,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic eggs,margarine,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,other vegetables,whole milk,yogurt,specialty cheese,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,root vegetables,onions,condensed milk,mayonnaise,frozen vegetables,Instant food products,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,spread cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,herbs,other vegetables,whole milk,dessert,yogurt,whipped/sour cream,mayonnaise,domestic eggs,brown bread,sweet spreads,cat food,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,
sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,cat food,bottled water,soda,bottled beer,white wine,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,pip fruit,other vegetables,whole milk,butter,yogurt,fruit/vegetable juice,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,root vegetables,whole milk,whipped/sour cream,processed cheese,white bread,flour,fruit/vegetable juice,napkins,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,yogurt,bottled water,canned beer,chewing gum,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,onions,other vegetables,whole milk,whipped/sour cream,specialty cheese,frozen meals,rolls/buns,white bread,pastry,canned vegetables,sweet spreads,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,spread cheese,cat food,coffee,bottled water,soda,misc. beverages,fruit/vegetable juice,shopping bags,,,,,,,,,,,,,,,,,,,,,,
sausage,pip fruit,hard cheese,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,frozen fish,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,whipped/sour cream,hard cheese,ketchup,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,rolls/buns,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
condensed milk,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,rolls/buns,snack products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,yogurt,beverages,flour,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,yogurt,rolls/buns,cat food,napkins,dishes,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
cat food,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,soda,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,whole milk,UHT-milk,hard cheese,mayonnaise,rolls/buns,brown bread,margarine,newspapers,,,,,,,,,,,,,,,,,,,,,,,
sausage,pip fruit,whole milk,rolls/buns,soda,chewing gum,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,tropical fruit,pip fruit,rolls/buns,pastry,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,butter,hard cheese,cream cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,other vegetables,whole milk,butter,curd,rolls/buns,margarine,baking powder,bottled water,bottled beer,canned beer,cooking chocolate,napkins,,,,,,,,,,,,,,,,,,,
bottled water,white wine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,beef,tropical fruit,root vegetables,onions,other vegetables,pickled vegetables,canned fish,bottled water,misc. beverages,fruit/vegetable juice,napkins,,,,,,,,,,,,,,,,,,,,
whole milk,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,yogurt,spread cheese,rolls/buns,soda,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,ice cream,domestic eggs,oil,soda,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,
organic sausage,chicken,citrus fruit,grapes,other vegetables,butter,yogurt,whipped/sour cream,rolls/buns,seasonal products,hygiene articles,,,,,,,,,,,,,,,,,,,,,
meat,root vegetables,whole milk,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,yogurt,mayonnaise,rolls/buns,bottled water,soda,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,citrus fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,butter,yogurt,rolls/buns,pastry,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,whole milk,yogurt,beverages,pasta,waffles,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,other vegetables,hard cheese,cream cheese,frozen dessert,artif. sweetener,coffee,cling film/bags,newspapers,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,sugar,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,ham,pip fruit,whole milk,butter milk,yogurt,hard cheese,spread cheese,rolls/buns,pastry,margarine,salty snack,shopping bags,,,,,,,,,,,,,,,,,,,
hard cheese,white bread,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,beef,citrus fruit,whole milk,rolls/buns,semi-finished bread,coffee,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,
pastry,mustard,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liver loaf,beef,onions,specialty chocolate,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,whole milk,rolls/buns,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,yogurt,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter milk,soft cheese,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,cat food,popcorn,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,rolls/buns,pastry,soda,potted plants,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,onions,other vegetables,whole milk,frozen fish,brown bread,soda,white wine,,,,,,,,,,,,,,,,,,,,,,,,
soda,chewing gum,newspapers,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,whole milk,butter,mustard,bottled water,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,whole milk,yogurt,soda,male cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cream cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,root vegetables,onions,other vegetables,margarine,sugar,spices,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,yogurt,bottled water,soda,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,coffee,red/blush wine,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,root vegetables,other vegetables,whole milk,dessert,yogurt,rolls/buns,margarine,jam,soda,liquor (appetizer),waffles,chocolate marshmallow,candy,bathroom cleaner,light bulbs,,,,,,,,,,,,,,,,
rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,turkey,beef,citrus fruit,herbs,flour,margarine,Instant food products,bottled water,,,,,,,,,,,,,,,,,,,,,,,
whole milk,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,beverages,ice cream,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,curd,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,yogurt,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
organic sausage,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,root vegetables,other vegetables,whipped/sour cream,processed cheese,rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,root vegetables,frozen vegetables,rolls/buns,brown bread,margarine,soda,fruit/vegetable juice,white wine,kitchen towels,newspapers,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,whole milk,margarine,sauces,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,condensed milk,domestic eggs,flour,oil,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,UHT-milk,frozen vegetables,ice cream,pickled vegetables,bottled beer,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
sausage,tropical fruit,other vegetables,butter,sliced cheese,domestic eggs,rolls/buns,brown bread,napkins,,,,,,,,,,,,,,,,,,,,,,,
ham,rolls/buns,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,nuts/prunes,whole milk,whipped/sour cream,waffles,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,white bread,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,tropical fruit,root vegetables,whipped/sour cream,UHT-milk,frozen vegetables,roll products,oil,bottled water,candy,,,,,,,,,,,,,,,,,,,,,,
frankfurter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,cookware,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,butter,curd,frozen vegetables,bottled water,bottled beer,detergent,potted plants,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
sausage,sliced cheese,cream cheese,candy,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen meals,pastry,pasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,hard cheese,pasta,canned vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,onions,spread cheese,coffee,canned beer,liquor (appetizer),red/blush wine,dental care,light bulbs,newspapers,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,whole milk,rolls/buns,pickled vegetables,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,whipped/sour cream,beverages,domestic eggs,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,soft cheese,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,finished products,beverages,domestic eggs,pastry,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,whole milk,pastry,waffles,cake bar,specialty bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,beef,brown bread,margarine,soda,candy,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,tropical fruit,pip fruit,grapes,berries,other vegetables,curd,dessert,yogurt,rolls/buns,margarine,honey,specialty chocolate,detergent,napkins,cling film/bags,,,,,,,,,,,,,,,,
sausage,root vegetables,whole milk,rolls/buns,brown bread,margarine,soda,long life bakery product,cake bar,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,citrus fruit,root vegetables,other vegetables,beverages,ice cream,rice,Instant food products,sweet spreads,canned fish,soda,fruit/vegetable juice,red/blush wine,newspapers,shopping bags,,,,,,,,,,,,,,,,,
long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,root vegetables,white wine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen meals,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,beef,other vegetables,curd,whipped/sour cream,specialty cheese,dental care,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,root vegetables,bottled beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,misc. beverages,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,whole milk,canned vegetables,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,onions,other vegetables,whole milk,curd,yogurt,frozen fish,waffles,,,,,,,,,,,,,,,,,,,,,,,,
frozen fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roll products,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soft cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,pork,tropical fruit,whole milk,whipped/sour cream,frozen vegetables,frozen fish,margarine,newspapers,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,margarine,coffee,canned beer,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,bottled water,soda,fruit/vegetable juice,salty snack,dental care,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
sausage,whole milk,domestic eggs,rolls/buns,fruit/vegetable juice,light bulbs,,,,,,,,,,,,,,,,,,,,,,,,,,
white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,tropical fruit,root vegetables,whole milk,curd,dessert,frozen vegetables,pastry,instant coffee,tea,newspapers,,,,,,,,,,,,,,,,,,,,,
meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,soda,liquor,white wine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,hard cheese,processed cheese,cereals,pickled vegetables,long life bakery product,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,processed cheese,white bread,soda,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,dessert,butter milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,pip fruit,other vegetables,whole milk,yogurt,cream cheese,margarine,sugar,baking powder,meat spreads,bottled water,chewing gum,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,salty snack,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,hamburger meat,tropical fruit,root vegetables,onions,other vegetables,whole milk,butter,yogurt,whipped/sour cream,sliced cheese,mayonnaise,frozen vegetables,frozen potato products,rolls/buns,white bread,rice,oil,specialty fat,specialty vegetables,canned fish,coffee,instant coffee,bottled beer,liquor (appetizer),long life bakery product,chocolate,napkins,house keeping products,,,
pork,beef,packaged fruit/vegetables,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,other vegetables,whole milk,butter,whipped/sour cream,domestic eggs,sugar,salty snack,long life bakery product,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,
other vegetables,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,root vegetables,onions,other vegetables,frozen vegetables,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,beef,frozen vegetables,frozen meals,potato products,margarine,napkins,cookware,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,meat,whole milk,roll products,flour,pickled vegetables,bottled beer,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
specialty cheese,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
