age,job,marital,education,default,balance,housing,loan,contact,day,month,duration
35,blue-collar,married,secondary,no,262,no,no,cellular,2,jul,96
29,technician,married,tertiary,no,43,yes,no,unknown,20,may,68
35,management,married,secondary,no,1160,yes,no,unknown,27,may,116
49,management,divorced,tertiary,no,1405,no,no,unknown,8,jun,29
52,technician,divorced,secondary,no,280,no,no,cellular,14,jul,393
38,services,divorced,secondary,no,792,no,no,unknown,6,jun,430
58,management,married,secondary,no,111,no,no,telephone,24,mar,58
34,student,single,unknown,no,1281,no,no,cellular,25,aug,279
42,technician,divorced,secondary,no,2974,yes,no,unknown,21,may,187
48,technician,married,secondary,no,10655,no,no,telephone,31,jul,5
30,blue-collar,single,secondary,no,445,yes,no,cellular,16,apr,218
40,management,married,secondary,no,643,yes,no,cellular,17,apr,74
57,housemaid,single,secondary,no,254,no,no,cellular,8,oct,676
40,management,married,tertiary,no,-1212,yes,no,cellular,15,may,1259
41,technician,married,secondary,no,2125,yes,yes,cellular,21,nov,285
38,self-employed,married,secondary,no,746,no,no,unknown,20,jun,256
35,admin.,married,secondary,no,147,yes,yes,cellular,29,jan,41
32,technician,single,secondary,no,271,yes,no,cellular,13,may,80
46,blue-collar,married,secondary,no,-216,yes,no,cellular,28,jul,404
45,services,divorced,secondary,no,88,no,yes,cellular,7,jul,332
51,admin.,single,tertiary,no,16,yes,no,cellular,30,jan,158
31,management,married,secondary,no,466,yes,no,cellular,14,may,164
42,blue-collar,single,primary,no,1628,yes,no,cellular,5,feb,119
52,management,married,secondary,no,428,yes,no,unknown,30,may,153
33,technician,married,secondary,no,4790,yes,no,cellular,20,apr,137
77,retired,married,primary,no,680,no,no,telephone,27,nov,341
27,blue-collar,single,primary,no,1209,no,no,cellular,29,jan,283
27,services,married,secondary,no,58,yes,no,cellular,7,may,113
50,management,married,secondary,yes,421,no,no,cellular,20,nov,22
31,management,single,tertiary,no,112,yes,no,cellular,2,feb,159
29,services,divorced,secondary,no,92,yes,no,cellular,7,may,240
39,technician,married,tertiary,no,794,no,no,telephone,2,feb,182
31,entrepreneur,single,tertiary,no,1957,no,no,cellular,4,feb,112
48,technician,married,secondary,no,454,yes,no,cellular,10,jul,114
32,blue-collar,single,primary,no,882,no,yes,cellular,29,jul,80
47,unemployed,married,primary,no,168,yes,no,telephone,30,jan,66
35,management,single,tertiary,no,714,yes,no,cellular,26,aug,135
42,management,single,tertiary,no,0,no,no,cellular,7,sep,99
59,retired,married,secondary,no,163,no,no,cellular,24,jul,464
38,admin.,married,secondary,no,3190,yes,no,unknown,20,jun,20
50,unemployed,married,secondary,no,1772,no,no,cellular,29,jul,206
27,services,single,secondary,no,-151,no,no,cellular,8,jul,283
55,housemaid,married,primary,no,16,no,no,unknown,20,jun,64
31,technician,single,tertiary,no,454,no,no,cellular,4,feb,73
37,entrepreneur,married,tertiary,no,4798,yes,no,unknown,20,may,156
28,technician,single,secondary,yes,-298,yes,no,unknown,3,jun,559
42,technician,married,secondary,no,439,no,no,cellular,20,aug,143
40,services,divorced,secondary,no,1927,yes,no,unknown,15,may,62
59,management,single,secondary,no,671,yes,yes,cellular,29,jan,219
40,services,single,secondary,no,65,yes,no,cellular,15,may,15
43,technician,married,secondary,no,-932,yes,no,cellular,16,apr,567
38,technician,single,secondary,no,4366,yes,no,cellular,29,jul,188
54,retired,married,primary,no,0,yes,no,cellular,11,jul,159
41,blue-collar,married,secondary,no,4900,yes,no,telephone,31,jul,121
33,management,married,tertiary,no,148,no,no,unknown,20,may,717
46,blue-collar,married,secondary,no,5,no,no,cellular,18,aug,71
55,blue-collar,married,primary,no,1086,yes,no,cellular,6,may,146
48,technician,divorced,tertiary,no,113,no,yes,cellular,22,jul,38
42,management,married,secondary,no,-105,yes,no,cellular,28,aug,60
49,technician,married,secondary,yes,-1680,yes,yes,unknown,27,jun,92
31,admin.,married,secondary,no,389,yes,no,cellular,7,dec,69
49,unemployed,married,primary,no,-384,yes,no,unknown,27,may,25
51,entrepreneur,divorced,tertiary,no,4,yes,yes,cellular,20,apr,74
58,blue-collar,married,primary,no,309,no,no,cellular,19,aug,156
29,entrepreneur,married,secondary,no,452,yes,no,unknown,27,may,347
49,self-employed,married,primary,no,489,yes,no,unknown,27,may,84
36,blue-collar,married,secondary,no,1587,yes,no,cellular,28,jul,200
32,blue-collar,single,secondary,no,-255,no,yes,unknown,2,jul,957
31,management,married,tertiary,no,22546,yes,no,cellular,14,may,8
33,blue-collar,divorced,primary,no,636,yes,no,cellular,9,jul,211
27,services,single,secondary,no,266,no,yes,cellular,7,jul,232
56,technician,married,secondary,no,150,yes,yes,cellular,11,may,102
57,technician,married,secondary,no,839,no,yes,unknown,5,may,225
31,technician,divorced,secondary,no,10787,yes,no,unknown,4,jun,135
29,technician,single,tertiary,no,2485,no,no,telephone,24,jul,48
38,management,single,tertiary,no,15030,yes,no,cellular,13,may,167
37,admin.,married,secondary,no,11303,no,no,cellular,26,may,500
34,admin.,married,secondary,no,5320,no,no,cellular,3,mar,114
30,management,single,tertiary,no,19358,no,no,cellular,19,nov,258
46,blue-collar,married,primary,no,0,yes,no,unknown,12,may,51
28,technician,single,tertiary,no,183,yes,yes,unknown,28,may,62
36,admin.,married,secondary,no,4280,no,no,unknown,19,jun,227
50,housemaid,divorced,primary,no,94,yes,no,cellular,22,jul,184
31,admin.,single,secondary,no,5527,yes,no,unknown,21,may,132
48,management,married,primary,no,606,no,no,cellular,5,mar,77
41,technician,married,secondary,no,0,no,yes,cellular,23,jul,107
41,blue-collar,married,secondary,no,338,yes,no,unknown,14,may,87
43,blue-collar,married,primary,no,757,yes,no,unknown,9,may,315
36,management,married,tertiary,no,9269,yes,yes,cellular,19,nov,107
40,blue-collar,married,primary,no,1206,no,yes,telephone,16,jul,201
28,management,single,tertiary,no,882,no,yes,cellular,29,jan,94
55,admin.,married,secondary,no,865,yes,no,cellular,27,oct,96
45,admin.,married,primary,no,542,no,no,cellular,11,may,8
31,blue-collar,married,secondary,no,1407,yes,no,cellular,6,may,142
31,technician,single,secondary,yes,25,no,no,cellular,2,feb,381
31,blue-collar,married,secondary,no,1354,yes,yes,cellular,17,nov,222
35,blue-collar,married,primary,no,793,yes,no,cellular,17,apr,106
51,blue-collar,divorced,unknown,no,10287,yes,no,unknown,29,may,117
33,technician,single,secondary,no,5235,no,no,cellular,7,aug,67
36,blue-collar,divorced,secondary,no,-11,no,no,unknown,5,jun,152
58,technician,single,secondary,no,409,no,yes,cellular,14,jul,643
34,admin.,married,tertiary,no,35,yes,no,cellular,15,oct,76
45,management,married,tertiary,no,-459,no,no,cellular,21,aug,508
31,blue-collar,married,primary,no,99,yes,no,cellular,17,apr,193
40,management,married,tertiary,no,60,no,no,unknown,16,jun,172
60,retired,married,primary,no,71188,no,no,cellular,6,oct,205
34,entrepreneur,married,secondary,no,-139,yes,yes,unknown,27,may,492
40,blue-collar,married,secondary,no,952,no,yes,unknown,12,jun,140
59,retired,married,primary,no,1427,no,no,unknown,18,jun,140
43,technician,single,tertiary,no,1017,yes,no,unknown,19,may,257
37,management,single,tertiary,no,102,yes,no,cellular,21,aug,101
33,technician,divorced,secondary,no,9,no,no,cellular,21,aug,91
33,management,married,secondary,no,4040,yes,no,cellular,20,apr,132
36,blue-collar,married,secondary,no,13,no,no,unknown,3,jun,284
47,technician,married,secondary,no,2246,yes,no,cellular,10,jul,330
52,technician,married,tertiary,no,0,no,no,cellular,9,aug,145
25,blue-collar,married,secondary,no,-76,yes,no,unknown,12,may,241
38,technician,single,tertiary,no,221,no,no,cellular,20,aug,79
31,admin.,married,secondary,no,5,yes,yes,cellular,16,jul,101
42,admin.,married,secondary,no,4209,yes,no,unknown,5,jun,57
46,self-employed,married,tertiary,no,137,yes,yes,unknown,5,may,246
53,management,married,primary,no,2096,no,no,unknown,9,jun,104
33,blue-collar,married,primary,no,511,yes,no,unknown,21,may,304
38,admin.,married,primary,no,3913,yes,no,cellular,20,apr,196
32,technician,divorced,secondary,no,1097,yes,no,unknown,12,may,298
32,self-employed,married,tertiary,no,189,yes,no,unknown,6,jun,106
51,admin.,divorced,secondary,no,340,yes,no,unknown,8,may,186
42,blue-collar,married,primary,no,-119,yes,no,cellular,22,jul,167
41,admin.,married,secondary,no,2993,yes,no,cellular,22,jul,24
39,management,divorced,tertiary,no,3575,no,yes,cellular,18,aug,74
41,technician,divorced,secondary,no,52,no,no,cellular,20,aug,261
42,blue-collar,married,secondary,no,3068,yes,yes,cellular,11,may,429
40,management,divorced,tertiary,no,502,yes,no,cellular,3,feb,267
50,entrepreneur,divorced,tertiary,no,1790,no,yes,cellular,6,feb,748
33,blue-collar,married,secondary,no,86,yes,no,unknown,19,may,364
26,management,married,tertiary,no,265,no,no,cellular,30,jan,650
30,admin.,single,secondary,no,3809,yes,no,unknown,3,jun,159
36,management,married,tertiary,no,222,yes,no,cellular,6,may,317
33,self-employed,single,secondary,no,238,yes,yes,cellular,5,feb,45
39,services,divorced,secondary,no,282,yes,no,cellular,17,jul,243
66,retired,married,primary,no,747,no,no,telephone,28,jan,203
48,blue-collar,single,unknown,no,428,yes,no,cellular,18,may,127
33,management,divorced,secondary,no,106,no,no,cellular,20,aug,175
44,technician,divorced,secondary,no,0,no,no,cellular,12,aug,56
55,management,married,tertiary,no,979,no,yes,cellular,8,jul,123
39,services,married,secondary,no,5731,yes,no,unknown,20,may,175
34,management,single,tertiary,no,84,no,no,cellular,5,feb,231
58,retired,divorced,unknown,no,5920,yes,no,cellular,23,jul,255
33,blue-collar,married,secondary,no,932,yes,no,unknown,21,may,226
27,unemployed,single,secondary,no,3276,no,no,cellular,5,aug,106
48,services,divorced,secondary,no,3186,no,yes,cellular,9,apr,104
35,technician,single,secondary,no,-51,no,no,unknown,2,jul,134
37,technician,single,tertiary,no,3315,yes,no,cellular,9,apr,820
27,technician,single,secondary,no,235,yes,no,cellular,12,may,13
35,admin.,married,secondary,no,8652,yes,no,unknown,24,jun,103
52,admin.,married,secondary,no,2347,no,yes,cellular,12,aug,603
34,blue-collar,single,secondary,no,3723,yes,no,unknown,27,may,47
42,self-employed,married,tertiary,no,0,no,no,cellular,8,aug,118
36,management,divorced,tertiary,no,608,no,no,cellular,26,aug,125
35,blue-collar,married,secondary,no,6411,yes,yes,cellular,30,jan,144
49,blue-collar,married,unknown,no,51,yes,no,unknown,7,may,984
55,blue-collar,married,primary,no,3873,no,no,telephone,21,apr,222
44,admin.,married,secondary,no,262,yes,no,cellular,9,jul,74
25,services,single,secondary,no,3217,yes,no,unknown,28,may,24
37,technician,single,secondary,no,5436,yes,no,cellular,6,may,7
36,blue-collar,single,secondary,no,168,yes,no,telephone,12,may,52
42,housemaid,single,primary,no,5774,yes,no,unknown,15,may,54
44,self-employed,married,tertiary,no,134,no,no,cellular,28,aug,86
34,entrepreneur,divorced,tertiary,no,262,no,no,cellular,20,nov,371
56,blue-collar,divorced,primary,no,3021,no,no,unknown,9,jun,419
29,services,single,secondary,no,-287,yes,no,cellular,18,may,196
54,blue-collar,married,secondary,no,1291,yes,no,unknown,5,may,266
37,technician,divorced,secondary,no,79,no,no,cellular,21,jul,191
58,blue-collar,divorced,secondary,no,543,no,yes,telephone,17,jul,264
56,management,divorced,tertiary,no,1016,yes,no,unknown,9,jun,184
32,blue-collar,single,secondary,no,604,no,yes,cellular,28,may,95
42,management,single,tertiary,no,525,no,no,cellular,13,aug,127
52,retired,divorced,primary,no,353,no,no,cellular,31,jul,395
46,management,married,tertiary,no,964,yes,no,cellular,8,apr,174
39,blue-collar,married,primary,no,879,yes,no,unknown,26,may,102
31,admin.,married,secondary,no,314,yes,no,cellular,17,apr,279
59,housemaid,married,primary,no,0,no,no,cellular,27,aug,76
38,blue-collar,married,secondary,no,1370,yes,no,cellular,11,may,472
58,management,married,secondary,no,37,no,no,cellular,18,aug,84
34,management,single,tertiary,no,673,yes,yes,cellular,20,nov,271
40,services,married,secondary,no,-342,yes,no,unknown,26,may,754
40,technician,married,secondary,no,4441,yes,no,cellular,20,nov,153
34,technician,married,secondary,no,209,yes,yes,cellular,8,apr,375
40,services,married,secondary,no,51,yes,no,cellular,11,may,50
58,retired,married,secondary,no,764,no,no,cellular,12,aug,219
34,entrepreneur,married,tertiary,no,355,yes,no,unknown,16,may,261
24,blue-collar,married,secondary,no,204,yes,yes,cellular,17,apr,229
38,management,married,tertiary,no,2278,yes,yes,cellular,13,may,244
28,management,single,tertiary,no,224,yes,no,cellular,2,feb,97
53,blue-collar,married,secondary,no,483,yes,no,cellular,3,feb,288
53,management,married,tertiary,no,4,no,no,unknown,20,jun,19
37,services,single,secondary,no,105,no,yes,unknown,17,jun,260
42,entrepreneur,married,primary,no,198,yes,no,unknown,8,may,314
48,blue-collar,married,secondary,no,841,yes,no,unknown,19,may,215
55,technician,married,secondary,no,0,no,no,cellular,19,nov,336
36,admin.,married,secondary,no,470,yes,no,cellular,31,jul,101
43,retired,married,secondary,no,520,yes,no,unknown,20,may,15
36,blue-collar,married,secondary,no,439,yes,no,unknown,21,may,260
31,management,married,tertiary,no,0,no,no,unknown,14,may,298
55,entrepreneur,married,primary,no,298,yes,no,unknown,8,may,144
29,management,single,secondary,no,584,yes,no,unknown,16,jun,541
36,blue-collar,married,secondary,no,2357,yes,no,unknown,17,jun,228
58,admin.,married,secondary,no,1142,no,no,telephone,4,feb,82
41,housemaid,single,secondary,no,231,no,no,cellular,9,jul,76
39,self-employed,married,secondary,no,31,yes,no,cellular,20,nov,61
32,technician,married,secondary,no,266,yes,no,cellular,19,aug,168
50,management,married,secondary,no,732,no,no,cellular,7,apr,736
30,admin.,married,tertiary,no,0,yes,no,cellular,24,jul,209
46,management,single,primary,no,538,no,no,unknown,17,jun,118
39,self-employed,single,unknown,no,0,no,no,unknown,20,jun,13
36,admin.,married,unknown,no,2323,no,no,cellular,19,nov,111
45,blue-collar,married,primary,no,185,yes,no,cellular,29,jan,249
52,admin.,divorced,secondary,no,98,no,yes,unknown,19,jun,148
35,management,married,tertiary,no,0,yes,no,cellular,21,jul,295
41,management,married,tertiary,no,176,yes,yes,unknown,5,may,42
42,management,single,secondary,no,9720,no,no,cellular,5,aug,81
39,admin.,divorced,secondary,no,2903,yes,yes,telephone,25,jul,259
30,admin.,single,secondary,no,81,yes,no,cellular,6,aug,121
48,technician,married,secondary,no,5,no,no,unknown,9,jun,65
25,admin.,single,tertiary,no,220,no,no,cellular,26,may,68
58,management,married,tertiary,no,299,no,no,cellular,16,jul,120
35,retired,married,primary,no,285,yes,no,cellular,29,jan,136
27,blue-collar,married,secondary,no,872,yes,no,cellular,17,apr,1130
25,services,married,secondary,no,72,yes,no,cellular,23,jul,305
36,blue-collar,married,secondary,no,0,no,no,unknown,20,jun,332
38,blue-collar,married,secondary,no,-388,yes,no,unknown,9,may,412
30,admin.,married,secondary,no,11,yes,no,cellular,11,may,157
47,blue-collar,divorced,secondary,yes,-535,yes,no,cellular,30,jul,71
52,unemployed,married,secondary,no,-9,no,no,unknown,9,jun,123
55,retired,married,secondary,no,1467,no,yes,cellular,29,jul,277
23,management,single,tertiary,no,736,yes,no,cellular,30,apr,119
32,management,married,tertiary,no,1390,no,no,cellular,7,aug,116
49,entrepreneur,divorced,secondary,no,32,no,no,cellular,5,feb,128
49,services,married,secondary,no,1122,no,no,cellular,4,aug,143
50,technician,married,secondary,no,-568,yes,yes,unknown,28,may,860
33,blue-collar,married,primary,no,1165,yes,no,unknown,21,may,420
53,services,divorced,secondary,no,-905,yes,no,unknown,28,may,213
51,management,married,secondary,no,3180,yes,no,cellular,9,jul,384
38,technician,married,secondary,no,740,no,no,cellular,7,aug,259
44,management,married,secondary,no,8262,yes,no,cellular,23,jul,201
39,admin.,single,secondary,no,14,yes,yes,unknown,13,may,19
45,technician,single,unknown,no,7108,yes,yes,cellular,18,nov,53
38,blue-collar,married,secondary,no,0,yes,no,cellular,13,may,57
36,housemaid,married,secondary,no,419,yes,no,unknown,30,may,251
30,management,single,tertiary,no,726,yes,no,cellular,16,apr,39
28,technician,divorced,tertiary,no,594,yes,yes,unknown,18,jun,54
26,unemployed,married,tertiary,no,454,yes,yes,unknown,23,may,28
30,technician,single,secondary,no,57,no,no,cellular,2,feb,465
50,admin.,divorced,secondary,no,202,no,yes,cellular,17,nov,148
43,blue-collar,married,secondary,no,667,yes,no,unknown,7,may,228
48,admin.,married,secondary,no,112,no,no,cellular,18,aug,139
43,blue-collar,married,primary,no,60,no,no,cellular,8,may,487
35,unemployed,single,secondary,no,2116,yes,no,cellular,13,may,409
26,services,divorced,secondary,no,74,yes,no,unknown,23,may,106
50,self-employed,married,secondary,no,3025,no,yes,cellular,6,aug,168
47,self-employed,married,tertiary,no,751,no,no,cellular,24,jul,408
42,services,married,secondary,no,-91,yes,yes,cellular,5,feb,43
40,blue-collar,married,primary,no,2805,yes,no,cellular,14,may,173
36,self-employed,married,secondary,no,189,yes,no,cellular,19,nov,136
50,blue-collar,married,primary,no,0,no,no,cellular,11,aug,72
47,technician,married,secondary,no,599,yes,no,cellular,13,aug,99
30,management,single,tertiary,no,-218,yes,no,cellular,27,aug,13
32,technician,single,tertiary,no,1012,no,no,cellular,14,apr,178
31,admin.,single,secondary,no,-407,no,yes,cellular,7,jul,230
31,management,married,tertiary,no,582,yes,no,cellular,15,jul,58
36,technician,single,secondary,no,0,no,no,cellular,29,aug,85
57,technician,married,secondary,no,6164,no,no,cellular,19,nov,161
58,housemaid,married,primary,no,5278,yes,no,unknown,4,jun,763
54,technician,married,secondary,no,89,yes,no,cellular,10,jul,140
28,management,married,tertiary,no,1480,yes,no,cellular,18,may,143
28,technician,single,tertiary,no,356,no,no,cellular,2,mar,76
36,technician,married,secondary,no,5902,yes,no,unknown,23,may,219
37,blue-collar,single,primary,no,851,yes,no,cellular,15,may,151
41,management,married,tertiary,no,2885,no,no,cellular,19,nov,40
35,blue-collar,married,secondary,no,137,no,yes,unknown,4,oct,5
34,blue-collar,single,secondary,no,1239,yes,no,cellular,18,jul,90
43,management,single,tertiary,no,146,no,no,cellular,21,nov,50
47,management,single,tertiary,no,0,no,no,unknown,11,jun,58
35,technician,married,secondary,no,2789,yes,no,cellular,4,sep,256
50,technician,single,secondary,no,3897,no,no,cellular,26,oct,298
36,technician,divorced,secondary,no,487,no,yes,cellular,11,aug,268
41,admin.,married,secondary,no,5110,yes,no,cellular,13,apr,231
28,management,married,tertiary,no,318,yes,no,unknown,27,may,4
33,technician,single,tertiary,no,125,no,no,telephone,29,aug,66
36,services,married,secondary,no,1746,yes,no,unknown,26,may,99
28,management,single,tertiary,no,4937,yes,no,telephone,13,may,421
48,entrepreneur,married,secondary,no,725,no,yes,cellular,10,jul,105
51,entrepreneur,married,tertiary,no,5403,no,no,unknown,6,jun,42
32,technician,married,tertiary,no,4089,no,no,cellular,26,may,114
35,technician,married,tertiary,no,188,no,no,cellular,26,aug,286
38,blue-collar,divorced,secondary,no,2998,yes,no,unknown,11,jun,91
77,retired,married,secondary,no,610,no,no,cellular,13,aug,766
31,technician,married,secondary,no,3706,yes,no,cellular,20,nov,129
43,technician,divorced,secondary,no,167,no,no,cellular,4,aug,211
40,self-employed,divorced,secondary,no,1876,no,yes,unknown,20,jun,269
29,management,married,tertiary,no,877,no,no,cellular,3,feb,166
32,admin.,single,secondary,no,2817,yes,no,cellular,21,nov,195
40,services,married,secondary,no,-378,yes,yes,cellular,13,may,541
26,services,single,secondary,no,127,yes,yes,cellular,23,jul,85
34,blue-collar,married,primary,no,176,no,no,cellular,24,jul,78
36,services,single,secondary,no,1482,yes,no,cellular,18,nov,177
42,blue-collar,married,secondary,no,3052,yes,no,unknown,27,may,32
44,services,married,secondary,no,1989,yes,yes,cellular,20,apr,106
42,technician,single,unknown,no,344,yes,no,unknown,3,jun,26
36,management,married,tertiary,no,0,yes,no,unknown,27,may,145
46,technician,married,secondary,no,-337,yes,no,unknown,27,may,112
38,blue-collar,divorced,secondary,no,0,yes,no,cellular,11,may,580
48,management,married,tertiary,no,998,yes,no,cellular,29,jan,121
59,self-employed,married,primary,no,0,yes,no,telephone,28,jul,97
58,technician,married,primary,no,4015,no,no,unknown,20,jun,106
52,blue-collar,married,secondary,no,161,yes,no,unknown,13,may,274
27,management,single,tertiary,no,446,no,no,cellular,23,jun,205
34,management,married,tertiary,no,2594,yes,no,cellular,21,nov,161
36,technician,divorced,secondary,no,5957,yes,no,cellular,18,nov,138
50,admin.,married,secondary,no,0,no,no,cellular,4,aug,86
41,management,divorced,tertiary,no,369,yes,no,telephone,22,aug,9
47,admin.,married,secondary,no,1934,no,yes,cellular,14,may,225
32,technician,single,tertiary,no,259,no,no,cellular,22,jul,407
38,blue-collar,married,secondary,no,284,yes,yes,unknown,3,jun,1030
55,blue-collar,married,unknown,no,23,no,no,cellular,13,aug,123
38,management,single,tertiary,no,1373,no,no,cellular,22,oct,119
31,management,single,tertiary,no,62,yes,no,cellular,18,may,175
38,blue-collar,divorced,secondary,no,157,no,no,unknown,9,jun,299
29,unemployed,single,tertiary,no,991,no,no,cellular,5,feb,563
55,services,married,secondary,no,186,yes,yes,unknown,9,may,241
35,unemployed,married,secondary,no,977,yes,no,cellular,4,may,52
32,technician,married,secondary,no,485,no,no,cellular,26,aug,98
34,blue-collar,married,secondary,no,1897,yes,yes,cellular,19,nov,441
33,blue-collar,married,secondary,no,889,yes,no,unknown,18,sep,13
37,admin.,married,secondary,no,1193,no,no,cellular,12,may,396
58,management,married,tertiary,no,2729,no,no,unknown,18,jun,188
30,technician,single,tertiary,no,1922,yes,no,cellular,18,may,546
28,services,single,secondary,no,94,yes,no,cellular,16,apr,300
34,technician,single,secondary,no,2729,yes,no,cellular,6,apr,945
35,management,married,tertiary,no,317,yes,no,unknown,23,may,162
60,housemaid,married,primary,no,517,no,no,unknown,12,jun,1178
50,management,married,tertiary,no,-470,yes,no,cellular,8,may,506
27,blue-collar,divorced,secondary,no,1,yes,no,cellular,14,jul,116
38,management,married,tertiary,no,126,yes,no,unknown,21,may,164
32,self-employed,married,secondary,no,-33,yes,no,unknown,28,may,234
36,entrepreneur,married,secondary,no,134,no,no,unknown,20,may,98
33,admin.,married,secondary,no,-6,yes,no,unknown,7,may,566
40,technician,married,secondary,no,257,yes,no,unknown,16,may,731
27,technician,married,secondary,no,130,yes,no,cellular,7,may,265
38,blue-collar,married,primary,no,2569,no,no,unknown,9,jun,172
34,technician,single,secondary,no,201,no,no,cellular,22,jul,257
57,services,married,secondary,no,162,yes,no,unknown,5,may,174
49,housemaid,divorced,primary,no,198,yes,no,unknown,13,may,205
33,blue-collar,single,secondary,no,706,yes,no,cellular,7,apr,329
36,management,married,secondary,no,1825,yes,no,cellular,14,may,24
59,self-employed,married,tertiary,no,185,no,no,cellular,22,jun,177
72,blue-collar,married,primary,no,4415,no,no,telephone,13,oct,120
64,management,married,tertiary,no,679,no,no,telephone,22,apr,135
32,management,single,tertiary,no,1160,yes,yes,unknown,11,jun,450
35,management,single,tertiary,no,2988,yes,no,cellular,25,may,179
54,blue-collar,married,primary,no,2281,yes,no,unknown,20,jun,158
40,technician,married,secondary,no,1270,no,no,cellular,17,apr,342
41,services,divorced,secondary,no,654,yes,no,cellular,13,may,139
48,retired,married,primary,no,5173,yes,no,unknown,18,jun,88
44,entrepreneur,married,tertiary,no,3463,yes,yes,cellular,28,aug,210
39,blue-collar,married,unknown,no,0,no,no,cellular,2,feb,731
49,technician,married,tertiary,no,1843,yes,no,cellular,25,may,269
33,services,married,secondary,no,210,yes,yes,unknown,20,may,201
58,retired,single,secondary,no,1640,no,yes,cellular,4,feb,72
28,admin.,single,secondary,no,189,yes,no,cellular,31,jul,68
30,admin.,single,secondary,no,127,yes,no,cellular,18,may,16
49,self-employed,married,secondary,no,2576,yes,no,cellular,15,may,64
40,services,married,secondary,no,9374,yes,no,cellular,21,nov,7
23,technician,single,secondary,no,598,no,no,cellular,30,apr,166
29,management,single,tertiary,no,15459,no,no,cellular,26,may,245
44,blue-collar,married,primary,no,271,yes,yes,unknown,9,may,94
36,self-employed,married,tertiary,no,506,no,no,cellular,25,aug,47
47,blue-collar,married,primary,no,320,no,no,telephone,30,jul,203
35,admin.,married,secondary,no,786,no,yes,cellular,25,jul,322
30,self-employed,married,secondary,no,1772,yes,no,cellular,13,apr,158
48,unemployed,married,primary,no,5462,no,no,unknown,6,jun,29
49,management,divorced,tertiary,no,2370,yes,yes,unknown,17,nov,56
48,technician,married,tertiary,no,9207,no,no,cellular,18,aug,445
51,blue-collar,married,secondary,no,160,yes,no,cellular,7,may,136
32,admin.,divorced,secondary,yes,5,yes,yes,cellular,18,may,82
40,blue-collar,married,secondary,no,4795,yes,no,cellular,17,apr,57
56,admin.,divorced,unknown,no,789,yes,no,cellular,8,may,1022
39,management,single,tertiary,no,0,yes,no,cellular,12,may,561
37,services,divorced,secondary,no,490,yes,no,cellular,2,feb,73
36,technician,single,secondary,no,1521,yes,no,unknown,16,jun,243
42,admin.,single,secondary,no,30,yes,no,cellular,4,feb,98
37,technician,married,secondary,no,1063,yes,no,cellular,31,jul,413
32,services,married,secondary,no,-632,yes,yes,cellular,20,apr,18
32,admin.,single,secondary,no,116,no,yes,cellular,16,jul,255
35,admin.,married,primary,no,189,yes,no,cellular,11,may,95
51,blue-collar,married,primary,no,844,yes,no,unknown,29,may,184
58,housemaid,married,primary,no,435,yes,no,telephone,28,jul,122
27,services,married,secondary,no,54,yes,no,cellular,18,may,97
22,student,single,unknown,no,549,no,no,cellular,2,sep,154
35,blue-collar,married,primary,no,298,yes,no,cellular,13,may,135
47,technician,married,secondary,no,-9,no,no,cellular,14,aug,457
33,blue-collar,married,secondary,no,137,no,yes,cellular,18,jul,305
30,entrepreneur,single,secondary,no,638,no,no,cellular,14,jul,358
47,management,married,tertiary,no,109,yes,no,cellular,22,jul,268
30,services,married,secondary,no,0,yes,no,unknown,9,may,20
33,services,married,secondary,no,90,yes,no,cellular,28,jul,263
33,management,divorced,secondary,no,1897,yes,yes,unknown,2,jun,197
44,admin.,married,secondary,no,2403,yes,no,cellular,28,jan,180
38,entrepreneur,married,secondary,no,868,no,no,cellular,20,nov,452
54,entrepreneur,married,secondary,no,653,yes,no,unknown,15,may,352
26,blue-collar,single,secondary,no,179,no,no,cellular,30,jul,103
33,technician,married,secondary,no,0,yes,yes,cellular,19,nov,163
55,services,divorced,secondary,no,218,yes,no,unknown,29,may,200
51,blue-collar,married,primary,no,5050,no,yes,unknown,16,jun,75
52,admin.,married,secondary,no,0,no,no,cellular,22,apr,91
37,services,single,secondary,no,1050,yes,no,cellular,3,feb,586
36,blue-collar,married,secondary,no,198,yes,no,unknown,9,may,400
30,blue-collar,married,primary,no,1,yes,yes,telephone,22,jul,80
43,blue-collar,married,primary,no,-98,yes,yes,cellular,12,may,112
49,technician,married,secondary,no,4667,yes,no,unknown,19,may,130
54,unemployed,married,primary,no,541,yes,no,cellular,3,feb,237
31,unemployed,married,tertiary,no,7744,no,no,cellular,26,aug,377
50,services,married,secondary,no,60,no,yes,cellular,27,aug,151
36,management,divorced,tertiary,no,1057,no,no,cellular,5,feb,383
30,admin.,married,secondary,no,122,yes,no,unknown,16,may,107
30,blue-collar,married,secondary,no,673,yes,no,unknown,20,may,610
35,technician,divorced,secondary,no,0,no,no,cellular,25,aug,124
33,services,divorced,secondary,no,411,yes,no,unknown,8,may,216
30,blue-collar,single,secondary,no,178,yes,no,unknown,20,may,747
41,blue-collar,married,secondary,no,-217,yes,no,cellular,11,may,313
28,technician,single,secondary,no,2034,yes,no,unknown,21,may,196
32,management,married,tertiary,no,913,yes,no,cellular,23,jun,883
33,technician,single,tertiary,no,137,no,no,cellular,25,aug,88
40,entrepreneur,married,primary,no,0,yes,no,cellular,11,jul,271
40,management,married,tertiary,no,7780,no,no,telephone,4,may,364
