age,job,marital,education,default,balance,housing,loan,contact,day,month,duration
77,retired,divorced,tertiary,no,4659,no,no,cellular,14,apr,161
36,management,married,tertiary,no,495,no,no,cellular,12,mar,213
52,blue-collar,married,secondary,no,2087,yes,no,cellular,31,aug,267
59,technician,married,secondary,no,2308,no,no,cellular,30,apr,815
33,admin.,married,secondary,no,0,yes,no,telephone,17,jul,1448
39,self-employed,married,tertiary,no,1047,no,no,unknown,6,jun,554
49,entrepreneur,divorced,unknown,yes,-701,yes,no,cellular,30,jul,988
38,entrepreneur,married,secondary,no,593,yes,yes,cellular,24,jul,1484
32,blue-collar,married,secondary,no,759,yes,no,cellular,9,apr,317
50,technician,divorced,secondary,no,-54,yes,yes,cellular,13,may,698
46,blue-collar,married,unknown,no,9328,yes,no,cellular,5,may,725
38,housemaid,divorced,secondary,no,70,no,no,cellular,27,oct,255
60,technician,single,primary,no,11262,no,no,cellular,26,aug,323
79,retired,married,primary,no,8556,no,no,telephone,18,jan,326
41,management,married,primary,no,5310,yes,no,cellular,17,nov,984
30,technician,married,tertiary,no,569,no,no,cellular,27,aug,976
32,blue-collar,married,secondary,no,889,yes,no,cellular,10,sep,185
77,retired,married,tertiary,no,7802,no,no,telephone,4,may,421
53,admin.,married,secondary,no,1796,no,no,telephone,16,mar,295
52,technician,married,secondary,no,195,yes,no,cellular,18,feb,220
41,self-employed,married,tertiary,no,231,no,no,cellular,7,aug,352
39,management,married,tertiary,no,2763,yes,no,unknown,2,jun,526
46,self-employed,married,secondary,no,548,no,no,cellular,12,aug,1181
48,management,married,tertiary,no,1167,yes,yes,cellular,1,jun,264
46,management,divorced,tertiary,no,624,no,no,cellular,17,sep,336
26,admin.,single,secondary,no,255,no,no,cellular,30,apr,457
35,management,married,tertiary,no,8,no,no,cellular,23,apr,93
48,management,married,tertiary,no,1808,yes,no,cellular,26,feb,245
45,admin.,married,secondary,no,5346,yes,yes,unknown,21,oct,187
55,blue-collar,divorced,secondary,no,1613,yes,no,cellular,3,apr,296
34,services,married,secondary,no,1337,no,no,cellular,17,dec,330
33,blue-collar,married,secondary,no,661,yes,no,cellular,18,jul,968
37,management,married,tertiary,no,5106,no,no,cellular,30,apr,244
31,services,divorced,primary,no,459,yes,no,cellular,7,may,623
73,retired,married,primary,no,279,no,no,cellular,28,jan,399
47,technician,married,secondary,no,1233,yes,no,unknown,11,sep,91
29,blue-collar,single,secondary,no,-20,no,yes,cellular,21,jul,574
32,technician,single,tertiary,no,4665,yes,no,unknown,21,may,860
33,technician,married,secondary,no,133,no,no,cellular,4,may,218
32,blue-collar,married,primary,no,415,yes,no,unknown,2,jun,777
34,technician,divorced,tertiary,no,674,yes,no,cellular,7,aug,587
33,admin.,married,tertiary,no,79,yes,no,cellular,22,oct,249
40,management,married,tertiary,no,0,no,no,cellular,10,nov,147
39,technician,divorced,secondary,no,902,yes,no,cellular,10,feb,691
41,admin.,divorced,secondary,no,6046,yes,yes,telephone,15,mar,300
42,management,married,tertiary,no,2187,yes,no,cellular,17,nov,525
24,student,single,secondary,no,822,no,no,cellular,27,oct,184
33,blue-collar,married,secondary,no,139,yes,yes,cellular,18,may,732
24,services,married,secondary,no,4500,yes,no,cellular,11,may,733
37,technician,single,secondary,no,-242,yes,no,cellular,13,aug,1149
43,services,single,secondary,no,3403,yes,no,cellular,12,nov,707
73,retired,married,primary,no,796,no,no,cellular,23,oct,427
61,retired,married,secondary,no,2917,no,no,cellular,6,oct,215
32,technician,single,secondary,no,230,yes,no,cellular,18,may,442
53,blue-collar,married,secondary,no,25,no,no,cellular,22,aug,528
61,management,married,secondary,no,985,no,no,cellular,18,aug,998
35,management,divorced,tertiary,no,0,yes,no,telephone,29,oct,171
38,entrepreneur,married,tertiary,no,170,yes,no,cellular,18,may,442
43,blue-collar,married,secondary,no,699,yes,yes,cellular,20,nov,1258
51,housemaid,divorced,secondary,no,9228,no,no,cellular,18,jul,655
34,management,married,tertiary,no,3050,yes,no,cellular,13,may,469
31,blue-collar,married,secondary,no,92,yes,no,unknown,16,may,688
43,management,single,tertiary,no,1696,yes,no,cellular,26,aug,257
