"","age","contact","month","duration","pdays","previous","y"
"1160",32,"unknown","may",118,-1,0,"no"
"1161",48,"unknown","jun",25,-1,0,"no"
"1162",49,"unknown","jun",753,-1,0,"no"
"1163",30,"cellular","jul",124,-1,0,"no"
"1164",42,"cellular","may",721,-1,0,"no"
"1165",34,"cellular","aug",136,-1,0,"no"
"1166",48,"telephone","may",376,339,7,"no"
"1167",40,"cellular","jun",78,-1,0,"no"
"1168",30,"cellular","apr",270,241,4,"no"
"1169",28,"unknown","may",866,-1,0,"no"
"1170",41,"cellular","nov",209,191,4,"no"
"1171",49,"cellular","nov",131,-1,0,"no"
"1172",51,"unknown","may",147,-1,0,"no"
"1173",33,"telephone","may",41,300,5,"no"
"1174",26,"unknown","may",111,-1,0,"no"
"1175",34,"cellular","apr",108,-1,0,"no"
"1176",27,"cellular","may",411,-1,0,"no"
"1177",42,"cellular","jul",108,-1,0,"no"
"1178",35,"cellular","aug",370,-1,0,"no"
"1179",39,"unknown","jun",57,-1,0,"no"
"1180",26,"cellular","jul",95,-1,0,"no"
"1181",40,"cellular","mar",144,124,1,"no"
"1182",40,"cellular","may",173,353,23,"no"
"1183",38,"telephone","jul",293,-1,0,"no"
"1184",48,"cellular","aug",524,-1,0,"no"
"1185",31,"unknown","may",676,-1,0,"no"
"1186",35,"cellular","nov",219,133,1,"no"
"1187",34,"cellular","apr",186,327,2,"no"
"1188",30,"unknown","jun",220,-1,0,"no"
"1189",36,"cellular","aug",452,-1,0,"no"
"1190",45,"unknown","jun",214,-1,0,"no"
"1191",43,"cellular","jan",24,-1,0,"no"
"1192",23,"telephone","jun",79,-1,0,"no"
"1193",44,"unknown","jun",491,-1,0,"no"
"1194",58,"cellular","may",74,-1,0,"no"
"1195",29,"cellular","mar",217,184,7,"no"
"1196",30,"cellular","feb",475,-1,0,"no"
"1197",29,"cellular","may",127,-1,0,"no"
"1198",41,"cellular","mar",101,-1,0,"no"
"1199",35,"cellular","jul",340,-1,0,"no"
"1200",31,"cellular","jul",158,-1,0,"no"
"1201",52,"unknown","jun",123,-1,0,"no"
"1202",44,"cellular","apr",222,154,1,"no"
"1203",53,"unknown","jun",18,-1,0,"no"
"1204",36,"cellular","dec",109,246,1,"no"
"1205",34,"cellular","jul",134,-1,0,"no"
"1206",36,"cellular","may",113,-1,0,"no"
"1207",40,"cellular","aug",43,-1,0,"no"
"1208",31,"unknown","jun",19,-1,0,"no"
"1209",65,"cellular","aug",245,-1,0,"no"
"1210",53,"unknown","may",343,-1,0,"no"
"1211",28,"cellular","mar",229,-1,0,"no"
"1212",33,"unknown","may",530,-1,0,"no"
"1213",31,"cellular","jul",715,-1,0,"no"
"1214",45,"cellular","apr",78,176,1,"no"
"1215",39,"unknown","jun",147,-1,0,"no"
"1216",33,"cellular","apr",700,-1,0,"no"
"1217",36,"cellular","nov",618,-1,0,"no"
"1218",28,"unknown","jul",53,-1,0,"no"
"1219",41,"cellular","may",16,176,5,"no"
"1220",59,"cellular","jul",286,-1,0,"no"
"1221",24,"cellular","may",209,321,1,"no"
"1222",49,"unknown","jun",84,-1,0,"no"
"1223",40,"unknown","may",260,-1,0,"no"
"1224",42,"unknown","jun",298,-1,0,"no"
"1225",33,"unknown","may",201,-1,0,"no"
"1226",25,"cellular","sep",113,479,1,"no"
"1227",49,"unknown","may",233,-1,0,"no"
"1228",50,"cellular","jun",141,-1,0,"no"
"1229",37,"unknown","may",773,-1,0,"no"
"1230",21,"telephone","jun",329,95,1,"no"
"1231",52,"unknown","may",423,-1,0,"no"
"1232",55,"cellular","aug",67,-1,0,"no"
"1233",26,"unknown","jun",626,-1,0,"no"
"1234",32,"unknown","may",61,-1,0,"no"
"1235",31,"unknown","may",248,-1,0,"no"
"1236",34,"cellular","jan",136,262,3,"no"
"1237",33,"cellular","aug",126,-1,0,"no"
"1238",35,"telephone","jan",653,-1,0,"no"
"1239",44,"telephone","may",7,-1,0,"no"
"1240",48,"cellular","apr",528,-1,0,"no"
"1241",29,"cellular","may",785,-1,0,"no"
"1242",26,"cellular","jan",77,2,2,"no"
"1243",37,"cellular","may",24,362,1,"no"
"1244",44,"unknown","jun",82,-1,0,"no"
"1245",36,"unknown","jun",952,-1,0,"no"
"1246",49,"cellular","may",27,-1,0,"no"
"1247",31,"unknown","may",143,-1,0,"no"
"1248",49,"unknown","may",274,-1,0,"no"
"1249",57,"cellular","nov",915,-1,0,"no"
"1250",42,"cellular","feb",115,-1,0,"no"
"1251",33,"cellular","mar",76,-1,0,"no"
"1252",75,"cellular","mar",341,-1,0,"no"
"1253",38,"unknown","may",112,-1,0,"no"
"1254",40,"unknown","may",64,-1,0,"no"
"1255",34,"cellular","jul",129,-1,0,"no"
"1256",25,"cellular","jul",71,-1,0,"no"
"1257",27,"cellular","jul",60,-1,0,"no"
"1258",47,"cellular","jul",9,-1,0,"no"
"1259",51,"unknown","may",83,-1,0,"no"
"1260",32,"cellular","aug",101,3,6,"no"
"1261",32,"cellular","aug",101,-1,0,"no"
"1262",57,"unknown","may",206,-1,0,"no"
"1263",42,"cellular","may",222,-1,0,"no"
"1264",43,"unknown","jun",217,-1,0,"no"
"1265",34,"unknown","may",252,-1,0,"no"
"1266",35,"cellular","aug",41,-1,0,"no"
"1267",33,"unknown","jun",27,-1,0,"no"
"1268",34,"cellular","apr",758,-1,0,"no"
"1269",34,"cellular","jul",574,-1,0,"no"
"1270",34,"cellular","apr",543,321,6,"no"
"1271",48,"cellular","aug",219,-1,0,"no"
"1272",49,"cellular","aug",789,-1,0,"no"
"1273",32,"cellular","aug",50,-1,0,"no"
"1274",58,"cellular","jul",336,-1,0,"no"
"1275",57,"cellular","may",323,368,2,"no"
"1276",32,"cellular","jul",712,-1,0,"no"
"1277",45,"cellular","aug",75,-1,0,"no"
"1278",70,"cellular","apr",149,182,1,"no"
"1279",37,"cellular","may",153,-1,0,"no"
"1280",48,"cellular","may",179,-1,0,"no"
"1281",55,"cellular","jan",104,-1,0,"no"
"1282",36,"cellular","aug",92,-1,0,"no"
"1283",36,"unknown","may",129,-1,0,"no"
"1284",46,"unknown","may",157,-1,0,"no"
"1285",33,"cellular","nov",305,182,3,"no"
"1286",31,"cellular","aug",1504,-1,0,"no"
"1287",31,"cellular","nov",106,183,2,"no"
"1288",31,"unknown","may",592,-1,0,"no"
"1289",41,"cellular","oct",181,500,1,"no"
"1290",40,"unknown","may",134,-1,0,"no"
"1291",39,"cellular","jul",81,-1,0,"no"
"1292",33,"cellular","may",77,-1,0,"no"
"1293",38,"cellular","may",537,303,2,"no"
"1294",55,"cellular","nov",291,-1,0,"no"
"1295",51,"cellular","aug",287,-1,0,"no"
"1296",53,"cellular","aug",156,-1,0,"no"
"1297",53,"unknown","may",611,-1,0,"no"
"1298",44,"cellular","feb",132,-1,0,"no"
"1299",57,"unknown","jun",26,-1,0,"no"
"1300",29,"cellular","may",262,-1,0,"no"
"1301",31,"unknown","may",272,-1,0,"no"
"1302",35,"cellular","dec",137,122,3,"no"
"1303",34,"cellular","may",172,-1,0,"no"
"1304",57,"unknown","jun",108,-1,0,"no"
"1305",40,"unknown","may",71,-1,0,"no"
"1306",39,"cellular","may",502,7,2,"no"
"1307",53,"cellular","apr",586,-1,0,"no"
"1308",44,"unknown","may",219,-1,0,"no"
"1309",40,"unknown","may",224,-1,0,"no"
"1310",33,"cellular","nov",63,-1,0,"no"
"1311",46,"cellular","aug",24,-1,0,"no"
"1312",44,"cellular","may",165,363,1,"no"
"1313",59,"cellular","jul",70,-1,0,"no"
"1314",44,"cellular","nov",297,-1,0,"no"
"1315",34,"cellular","aug",12,-1,0,"no"
"1316",39,"cellular","aug",40,-1,0,"no"
"1317",27,"cellular","jul",217,-1,0,"no"
"1318",31,"cellular","jul",235,-1,0,"no"
"1319",41,"cellular","aug",136,-1,0,"no"
"1320",60,"unknown","may",57,-1,0,"no"
"1321",35,"cellular","nov",256,-1,0,"no"
"1322",49,"cellular","nov",114,-1,0,"no"
"1323",30,"cellular","feb",192,-1,0,"no"
"1324",61,"unknown","jul",42,-1,0,"no"
"1325",50,"cellular","may",475,-1,0,"no"
"1326",55,"cellular","aug",112,-1,0,"no"
"1327",36,"cellular","jul",141,-1,0,"no"
"1328",40,"telephone","jul",697,-1,0,"no"
"1329",37,"unknown","jun",223,-1,0,"no"
"1330",38,"unknown","may",205,-1,0,"no"
"1331",33,"cellular","feb",509,-1,0,"no"
"1332",58,"unknown","may",91,-1,0,"no"
"1333",43,"cellular","feb",169,-1,0,"no"
"1334",32,"cellular","aug",79,-1,0,"no"
"1335",46,"telephone","jul",171,-1,0,"no"
"1336",54,"cellular","jul",443,-1,0,"no"
"1337",57,"cellular","may",67,368,2,"no"
"1338",32,"cellular","apr",60,343,4,"no"
"1339",24,"cellular","may",191,-1,0,"no"
"1340",35,"cellular","may",198,88,1,"no"
"1341",47,"unknown","may",212,-1,0,"no"
"1342",39,"cellular","nov",134,-1,0,"no"
"1343",47,"cellular","nov",171,96,5,"no"
"1344",42,"cellular","nov",611,175,12,"no"
"1345",35,"unknown","jun",216,-1,0,"no"
"1346",24,"unknown","may",94,-1,0,"no"
"1347",27,"cellular","may",13,-1,0,"no"
"1348",31,"cellular","jul",387,-1,0,"no"
"1349",29,"cellular","oct",90,-1,0,"no"
"1350",29,"unknown","may",322,-1,0,"no"
"1351",72,"cellular","nov",427,-1,0,"no"
"1352",32,"unknown","may",650,-1,0,"no"
"1353",38,"unknown","may",66,-1,0,"no"
"1354",32,"cellular","may",156,-1,0,"no"
"1355",34,"cellular","aug",106,-1,0,"no"
"1356",40,"cellular","nov",97,-1,0,"no"
"1357",34,"cellular","apr",10,-1,0,"no"
"1358",35,"cellular","jul",96,109,4,"no"
"1359",43,"cellular","nov",65,131,1,"no"
"1360",30,"cellular","jul",185,-1,0,"no"
"1361",22,"cellular","jul",69,-1,0,"no"
"1362",35,"cellular","jan",127,-1,0,"no"
"1363",56,"telephone","nov",154,-1,0,"no"
"1364",53,"telephone","jul",36,-1,0,"no"
"1365",54,"cellular","feb",85,196,3,"no"
"1366",32,"cellular","may",362,287,13,"no"
"1367",42,"telephone","apr",37,-1,0,"no"
"1368",37,"cellular","sep",76,-1,0,"no"
"1369",45,"cellular","aug",131,356,3,"no"
"1370",33,"cellular","nov",570,-1,0,"no"
"1371",33,"cellular","jul",329,-1,0,"no"
"1372",36,"unknown","jun",82,-1,0,"no"
"1373",34,"cellular","jul",164,-1,0,"no"
"1374",32,"cellular","nov",395,-1,0,"no"
"1375",29,"cellular","apr",139,-1,0,"no"
"1376",31,"unknown","jul",43,-1,0,"no"
"1377",52,"cellular","aug",343,-1,0,"no"
"1378",26,"cellular","jul",319,-1,0,"no"
"1379",43,"unknown","may",302,-1,0,"no"
"1380",55,"cellular","jul",455,-1,0,"no"
"1381",28,"unknown","may",126,-1,0,"no"
"1382",46,"unknown","jun",252,-1,0,"no"
"1383",39,"unknown","may",793,-1,0,"no"
"1384",51,"cellular","nov",727,-1,0,"no"
"1385",42,"unknown","may",275,-1,0,"no"
"1386",53,"cellular","aug",77,-1,0,"no"
"1387",34,"cellular","aug",61,-1,0,"no"
"1388",48,"cellular","apr",264,317,1,"no"
"1389",37,"cellular","jul",214,-1,0,"no"
"1390",38,"cellular","jul",182,-1,0,"no"
"1391",34,"cellular","may",173,299,2,"no"
"1392",48,"cellular","apr",349,-1,0,"no"
"1393",47,"cellular","jul",77,-1,0,"no"
"1394",48,"telephone","nov",1476,-1,0,"no"
"1395",37,"cellular","jan",540,115,3,"no"
"1396",38,"unknown","jun",179,-1,0,"no"
"1397",30,"unknown","may",747,-1,0,"no"
"1398",46,"telephone","nov",107,167,1,"no"
"1399",26,"unknown","may",48,-1,0,"no"
"1400",55,"telephone","may",147,298,3,"no"
"1401",42,"cellular","jul",430,-1,0,"no"
"1402",42,"cellular","aug",64,-1,0,"no"
"1403",31,"unknown","may",217,-1,0,"no"
"1404",37,"cellular","may",77,-1,0,"no"
"1405",26,"unknown","may",16,-1,0,"no"
"1406",54,"cellular","aug",753,-1,0,"no"
"1407",70,"cellular","apr",125,182,1,"no"
"1408",48,"telephone","jul",5,-1,0,"no"
"1409",50,"cellular","jul",185,-1,0,"no"
"1410",60,"cellular","feb",80,-1,0,"no"
"1411",32,"cellular","aug",156,-1,0,"no"
"1412",32,"cellular","jul",403,-1,0,"no"
"1413",34,"cellular","nov",145,-1,0,"no"
"1414",48,"cellular","may",17,-1,0,"no"
"1415",25,"cellular","jul",160,-1,0,"no"
"1416",32,"cellular","nov",486,181,2,"no"
"1417",32,"cellular","feb",321,-1,0,"no"
"1418",54,"cellular","apr",472,148,2,"no"
"1419",36,"unknown","may",151,-1,0,"no"
"1420",39,"cellular","may",122,357,4,"no"
"1421",41,"unknown","jun",30,-1,0,"no"
"1422",43,"unknown","may",548,-1,0,"no"
"1423",35,"unknown","may",326,-1,0,"no"
"1424",33,"cellular","nov",414,-1,0,"no"
"1425",33,"cellular","jul",351,-1,0,"no"
"1426",29,"unknown","may",449,-1,0,"no"
"1427",58,"unknown","jun",16,-1,0,"no"
"1428",75,"telephone","jul",219,-1,0,"no"
"1429",34,"cellular","nov",138,-1,0,"no"
"1430",60,"cellular","jul",121,-1,0,"no"
"1431",27,"cellular","jul",527,-1,0,"no"
"1432",60,"cellular","jul",96,-1,0,"no"
"1433",50,"unknown","may",179,-1,0,"no"
"1434",37,"cellular","jul",367,-1,0,"no"
"1435",34,"cellular","nov",197,-1,0,"no"
"1436",30,"cellular","jul",187,-1,0,"no"
"1437",60,"cellular","jul",421,-1,0,"no"
"1438",34,"cellular","aug",181,-1,0,"no"
"1439",36,"cellular","apr",15,316,1,"no"
"1440",36,"unknown","jun",1017,-1,0,"no"
"1441",46,"unknown","may",91,-1,0,"no"
"1442",38,"cellular","nov",224,180,1,"no"
"1443",42,"unknown","may",285,-1,0,"no"
"1444",59,"cellular","jul",129,-1,0,"no"
"1445",39,"cellular","jul",88,-1,0,"no"
"1446",41,"cellular","aug",185,-1,0,"no"
"1447",59,"cellular","jan",98,154,6,"no"
"1448",42,"cellular","jan",97,169,3,"no"
"1449",33,"cellular","may",72,370,1,"no"
"1450",53,"cellular","may",109,87,2,"no"
"1451",43,"unknown","may",208,-1,0,"no"
"1452",27,"cellular","may",273,-1,0,"no"
"1453",39,"unknown","may",130,-1,0,"no"
"1454",27,"cellular","feb",590,-1,0,"no"
"1455",37,"unknown","may",281,-1,0,"no"
"1456",52,"unknown","jun",148,-1,0,"no"
"1457",33,"cellular","aug",305,-1,0,"no"
"1458",41,"cellular","nov",90,-1,0,"no"
"1459",38,"cellular","apr",222,-1,0,"no"
"1460",30,"cellular","jul",127,-1,0,"no"
"1461",58,"telephone","jan",38,-1,0,"no"
"1462",37,"cellular","may",380,-1,0,"no"
"1463",36,"cellular","apr",244,313,1,"no"
"1464",45,"cellular","aug",189,-1,0,"no"
"1465",23,"unknown","jun",217,-1,0,"no"
"1466",44,"unknown","jun",22,-1,0,"no"
"1467",32,"cellular","aug",289,-1,0,"no"
"1468",32,"cellular","jul",221,-1,0,"no"
"1469",40,"cellular","jun",220,219,2,"no"
"1470",47,"cellular","feb",147,264,4,"no"
"1471",43,"unknown","jun",147,-1,0,"no"
"1472",33,"cellular","aug",130,-1,0,"no"
"1473",45,"cellular","may",247,-1,0,"no"
"1474",44,"cellular","jul",264,-1,0,"no"
"1475",37,"unknown","may",336,-1,0,"no"
"1476",51,"unknown","may",619,-1,0,"no"
"1477",32,"cellular","may",159,350,2,"no"
"1478",33,"unknown","may",29,-1,0,"no"
"1479",28,"unknown","jun",606,-1,0,"no"
"1480",66,"cellular","jun",971,-1,0,"no"
"1481",31,"unknown","may",231,-1,0,"no"
"1482",35,"unknown","may",163,-1,0,"no"
"1483",36,"telephone","jul",119,-1,0,"no"
"1484",32,"cellular","jan",348,-1,0,"no"
"1485",34,"unknown","mar",30,-1,0,"no"
"1486",55,"unknown","may",58,-1,0,"no"
"1487",33,"cellular","may",119,-1,0,"no"
"1488",58,"unknown","jun",111,-1,0,"no"
"1489",38,"unknown","may",110,-1,0,"no"
"1490",51,"cellular","nov",210,-1,0,"no"
"1491",34,"cellular","aug",123,-1,0,"no"
"1492",33,"cellular","aug",216,-1,0,"no"
"1493",42,"cellular","jul",178,-1,0,"no"
"1494",31,"cellular","apr",230,-1,0,"no"
"1495",31,"unknown","may",147,-1,0,"no"
"1496",44,"unknown","may",118,-1,0,"no"
"1497",32,"cellular","may",213,264,6,"no"
"1498",58,"cellular","aug",219,-1,0,"no"
"1499",46,"unknown","may",104,-1,0,"no"
"1500",51,"telephone","jun",303,-1,0,"no"
"1501",31,"unknown","may",151,-1,0,"no"
"1502",58,"cellular","feb",19,-1,0,"no"
"1503",36,"cellular","may",49,-1,0,"no"
"1504",34,"cellular","feb",171,193,2,"no"
"1505",36,"cellular","aug",71,-1,0,"no"
"1506",54,"cellular","nov",83,-1,0,"no"
"1507",29,"telephone","apr",95,-1,0,"no"
"1508",48,"unknown","may",201,-1,0,"no"
"1509",49,"telephone","jul",115,-1,0,"no"
"1510",25,"unknown","jul",316,-1,0,"no"
"1511",38,"cellular","jul",196,-1,0,"no"
"1512",43,"unknown","may",241,-1,0,"no"
"1513",32,"cellular","nov",354,-1,0,"no"
"1514",29,"cellular","may",471,-1,0,"no"
"1515",35,"unknown","may",371,-1,0,"no"
"1516",57,"unknown","jun",58,-1,0,"no"
"1517",40,"cellular","may",88,173,1,"no"
"1518",40,"unknown","jun",161,-1,0,"no"
"1519",26,"unknown","jun",95,-1,0,"no"
"1520",37,"unknown","jun",165,-1,0,"no"
"1521",33,"telephone","nov",114,-1,0,"no"
"1522",60,"cellular","aug",393,-1,0,"no"
"1523",56,"cellular","nov",808,-1,0,"no"
"1524",45,"unknown","may",923,-1,0,"no"
"1525",37,"unknown","may",143,-1,0,"no"
"1526",43,"cellular","may",487,367,2,"no"
"1527",59,"cellular","aug",84,-1,0,"no"
"1528",36,"cellular","aug",86,-1,0,"no"
"1529",31,"cellular","aug",96,-1,0,"no"
"1530",58,"cellular","aug",88,-1,0,"no"
"1531",48,"unknown","may",413,-1,0,"no"
"1532",49,"unknown","jun",147,-1,0,"no"
"1533",26,"telephone","jan",112,-1,0,"no"
"1534",26,"cellular","jul",242,-1,0,"no"
"1535",58,"cellular","jul",82,-1,0,"no"
"1536",44,"cellular","nov",661,-1,0,"no"
"1537",35,"cellular","jul",151,-1,0,"no"
"1538",41,"cellular","aug",140,-1,0,"no"
"1539",36,"cellular","may",172,93,1,"no"
"1540",51,"cellular","jul",200,-1,0,"no"
"1541",26,"cellular","jan",650,-1,0,"no"
"1542",32,"cellular","aug",131,-1,0,"no"
"1543",51,"cellular","nov",176,-1,0,"no"
"1544",51,"unknown","may",247,-1,0,"no"
"1545",40,"cellular","apr",38,335,1,"no"
"1546",47,"telephone","oct",541,204,3,"no"
"1547",66,"telephone","jan",203,93,1,"no"
"1548",47,"cellular","aug",602,-1,0,"no"
"1549",56,"cellular","aug",26,-1,0,"no"
"1550",32,"cellular","aug",107,-1,0,"no"
"1551",42,"unknown","may",46,-1,0,"no"
"1552",30,"cellular","jul",128,-1,0,"no"
"1553",26,"unknown","may",360,-1,0,"no"
"1554",52,"cellular","may",22,-1,0,"no"
"1555",35,"cellular","sep",310,96,2,"no"
"1556",40,"unknown","may",240,-1,0,"no"
"1557",32,"unknown","may",144,-1,0,"no"
"1558",45,"cellular","jul",311,-1,0,"no"
"1559",27,"cellular","may",458,349,1,"no"
"1560",50,"unknown","may",101,-1,0,"no"
"1561",38,"unknown","may",72,-1,0,"no"
"1562",46,"telephone","jun",94,-1,0,"no"
"1563",35,"unknown","may",210,-1,0,"no"
"1564",37,"cellular","sep",369,-1,0,"no"
"1565",28,"cellular","apr",125,-1,0,"no"
"1566",38,"unknown","jun",301,-1,0,"no"
"1567",43,"cellular","aug",14,-1,0,"no"
"1568",43,"unknown","may",57,-1,0,"no"
"1569",56,"cellular","nov",420,-1,0,"no"
"1570",32,"cellular","may",638,175,3,"no"
"1571",28,"cellular","jun",201,-1,0,"no"
"1572",47,"cellular","aug",557,-1,0,"no"
"1573",31,"unknown","may",66,-1,0,"no"
"1574",38,"unknown","may",206,-1,0,"no"
"1575",69,"telephone","aug",26,-1,0,"no"
"1576",32,"cellular","feb",166,-1,0,"no"
"1577",37,"cellular","may",102,333,2,"no"
"1578",39,"unknown","jun",46,-1,0,"no"
"1579",40,"unknown","jun",126,-1,0,"no"
"1580",43,"unknown","may",343,-1,0,"no"
"1581",41,"cellular","aug",261,-1,0,"no"
"1582",47,"cellular","jul",676,-1,0,"no"
"1583",54,"cellular","may",143,-1,0,"no"
"1584",39,"cellular","aug",133,-1,0,"no"
"1585",56,"unknown","may",185,-1,0,"no"
"1586",35,"unknown","jun",22,-1,0,"no"
"1587",34,"cellular","aug",184,-1,0,"no"
"1588",31,"cellular","aug",78,-1,0,"no"
"1589",47,"unknown","may",157,-1,0,"no"
"1590",52,"telephone","aug",20,-1,0,"no"
"1591",30,"cellular","nov",816,-1,0,"no"
"1592",49,"unknown","may",396,-1,0,"no"
"1593",30,"unknown","may",340,-1,0,"no"
"1594",31,"telephone","nov",55,-1,0,"no"
"1595",29,"cellular","may",107,371,3,"no"
"1596",34,"cellular","jul",101,-1,0,"no"
"1597",37,"unknown","may",233,-1,0,"no"
"1598",31,"cellular","nov",303,-1,0,"no"
"1599",57,"cellular","jul",417,-1,0,"no"
"1600",30,"cellular","aug",387,-1,0,"no"
"1601",28,"cellular","may",10,344,1,"no"
"1602",44,"cellular","jul",99,-1,0,"no"
"1603",50,"cellular","apr",107,148,4,"no"
"1604",46,"cellular","nov",308,-1,0,"no"
"1605",34,"cellular","jun",298,-1,0,"no"
"1606",58,"cellular","aug",92,-1,0,"no"
"1607",52,"cellular","aug",288,-1,0,"no"
"1608",27,"cellular","apr",130,323,1,"no"
"1609",48,"cellular","jan",255,-1,0,"no"
"1610",36,"cellular","apr",68,-1,0,"no"
"1611",46,"cellular","nov",64,150,5,"no"
"1612",51,"cellular","aug",166,-1,0,"no"
"1613",35,"unknown","may",434,-1,0,"no"
"1614",34,"unknown","may",532,-1,0,"no"
"1615",60,"telephone","jul",40,-1,0,"no"
"1616",42,"cellular","jul",64,-1,0,"no"
"1617",50,"cellular","nov",163,113,3,"no"
"1618",34,"cellular","aug",137,-1,0,"no"
"1619",32,"unknown","jun",257,-1,0,"no"
"1620",36,"cellular","feb",231,259,1,"no"
"1621",28,"cellular","jul",68,-1,0,"no"
"1622",40,"cellular","jul",186,-1,0,"no"
"1623",57,"telephone","jul",132,-1,0,"no"
"1624",34,"cellular","may",203,78,8,"no"
"1625",46,"cellular","aug",205,-1,0,"no"
"1626",47,"telephone","jul",250,-1,0,"no"
"1627",35,"unknown","may",50,-1,0,"no"
"1628",32,"cellular","jul",312,-1,0,"no"
"1629",44,"cellular","jul",163,-1,0,"no"
"1630",41,"unknown","jun",76,-1,0,"no"
"1631",59,"cellular","feb",150,-1,0,"no"
"1632",39,"cellular","apr",244,-1,0,"no"
"1633",43,"unknown","may",64,-1,0,"no"
"1634",30,"cellular","may",317,-1,0,"no"
"1635",26,"cellular","jul",191,-1,0,"no"
"1636",52,"unknown","jun",163,-1,0,"no"
"1637",56,"unknown","jun",306,-1,0,"no"
"1638",33,"cellular","apr",306,-1,0,"no"
"1639",34,"cellular","feb",154,197,6,"no"
"1640",39,"unknown","jun",21,-1,0,"no"
"1641",41,"cellular","feb",1056,-1,0,"no"
"1642",30,"cellular","may",223,-1,0,"no"
"1643",38,"unknown","may",411,-1,0,"no"
"1644",37,"unknown","jun",236,-1,0,"no"
"1645",32,"cellular","may",80,-1,0,"no"
"1646",48,"unknown","may",344,-1,0,"no"
"1647",34,"cellular","aug",91,-1,0,"no"
"1648",32,"cellular","may",908,344,7,"no"
"1649",32,"cellular","apr",819,-1,0,"no"
"1650",38,"cellular","aug",210,-1,0,"no"
"1651",86,"telephone","mar",165,101,1,"no"
"1652",47,"cellular","aug",118,-1,0,"no"
"1653",42,"cellular","may",159,343,2,"no"
"1654",57,"cellular","jul",85,-1,0,"no"
"1655",44,"unknown","may",129,-1,0,"no"
"1656",34,"cellular","may",89,344,1,"no"
"1657",37,"telephone","jul",109,-1,0,"no"
"1658",42,"cellular","jul",152,-1,0,"no"
"1659",30,"cellular","jul",203,183,2,"no"
"1660",40,"unknown","may",735,-1,0,"no"
"1661",34,"unknown","may",185,-1,0,"no"
"1662",41,"cellular","may",54,-1,0,"no"
"1663",30,"unknown","may",122,-1,0,"no"
"1664",36,"unknown","jun",71,-1,0,"no"
"1665",34,"cellular","may",445,345,2,"no"
"1666",32,"cellular","may",232,-1,0,"no"
"1667",39,"cellular","jan",144,248,2,"no"
"1668",36,"cellular","aug",209,-1,0,"no"
"1669",33,"unknown","may",415,-1,0,"no"
"1670",54,"cellular","may",30,-1,0,"no"
"1671",46,"cellular","jul",37,-1,0,"no"
"1672",35,"telephone","may",32,-1,0,"no"
"1673",27,"cellular","jul",57,-1,0,"no"
"1674",35,"unknown","may",461,-1,0,"no"
"1675",53,"unknown","jun",198,-1,0,"no"
"1676",29,"cellular","jan",327,-1,0,"no"
"1677",35,"cellular","aug",669,-1,0,"no"
"1678",49,"cellular","jan",165,-1,0,"no"
"1679",33,"cellular","aug",285,-1,0,"no"
"1680",19,"cellular","feb",123,-1,0,"no"
"1681",44,"cellular","nov",354,-1,0,"no"
"1682",25,"cellular","may",68,-1,0,"no"
"1683",40,"cellular","nov",155,-1,0,"no"
"1684",49,"unknown","may",550,-1,0,"no"
"1685",59,"cellular","nov",75,-1,0,"no"
"1686",23,"cellular","may",222,-1,0,"no"
"1687",33,"cellular","jul",204,-1,0,"no"
"1688",54,"cellular","may",155,177,7,"no"
"1689",26,"unknown","jul",46,-1,0,"no"
"1690",54,"telephone","apr",1366,150,1,"no"
"1691",51,"cellular","may",168,-1,0,"no"
"1692",31,"cellular","jul",624,-1,0,"no"
"1693",34,"cellular","apr",28,345,1,"no"
"1694",40,"cellular","may",85,-1,0,"no"
"1695",43,"unknown","may",117,-1,0,"no"
"1696",33,"cellular","jul",184,-1,0,"no"
"1697",66,"cellular","aug",72,-1,0,"no"
"1698",31,"cellular","apr",158,182,1,"no"
"1699",33,"telephone","jul",44,-1,0,"no"
"1700",31,"cellular","aug",336,-1,0,"no"
"1701",37,"unknown","may",194,-1,0,"no"
"1702",37,"unknown","may",133,-1,0,"no"
"1703",45,"cellular","feb",45,-1,0,"no"
"1704",32,"unknown","may",110,-1,0,"no"
"1705",49,"cellular","aug",173,-1,0,"no"
"1706",46,"unknown","jun",382,-1,0,"no"
"1707",37,"cellular","jan",233,-1,0,"no"
"1708",34,"unknown","may",193,-1,0,"no"
"1709",44,"unknown","may",387,-1,0,"no"
"1710",45,"cellular","jun",103,-1,0,"no"
"1711",57,"unknown","jun",257,-1,0,"no"
"1712",45,"cellular","jul",59,-1,0,"no"
"1713",40,"unknown","jan",176,-1,0,"no"
"1714",37,"unknown","jun",402,-1,0,"no"
"1715",33,"cellular","nov",766,-1,0,"no"
"1716",29,"cellular","may",44,355,3,"no"
"1717",27,"unknown","may",244,-1,0,"no"
"1718",78,"telephone","nov",136,-1,0,"no"
"1719",53,"cellular","aug",136,-1,0,"no"
"1720",46,"cellular","nov",93,189,8,"no"
"1721",44,"unknown","may",257,-1,0,"no"
"1722",49,"unknown","jul",191,-1,0,"no"
"1723",46,"unknown","may",107,-1,0,"no"
"1724",56,"unknown","jun",214,-1,0,"no"
"1725",30,"unknown","jun",91,-1,0,"no"
"1726",43,"cellular","jul",76,-1,0,"no"
"1727",36,"unknown","jun",152,-1,0,"no"
"1728",28,"cellular","feb",97,-1,0,"no"
"1729",70,"telephone","mar",252,183,1,"no"
