"","age","contact","month","duration","pdays","previous","y"
"582",49,"cellular","jul",97,-1,0,"yes"
"583",47,"unknown","sep",91,100,2,"yes"
"584",25,"cellular","feb",485,-1,0,"yes"
"585",49,"cellular","aug",875,-1,0,"yes"
"586",54,"cellular","jan",161,98,2,"yes"
"587",41,"unknown","may",882,-1,0,"yes"
"588",40,"cellular","jul",1018,-1,0,"yes"
"589",29,"telephone","apr",403,-1,0,"yes"
"590",35,"cellular","may",326,179,4,"yes"
"591",29,"unknown","may",30,357,1,"yes"
"592",58,"cellular","aug",206,461,1,"yes"
"593",52,"cellular","aug",1223,-1,0,"yes"
"594",32,"cellular","feb",1579,246,4,"yes"
"595",33,"cellular","may",732,291,5,"yes"
"596",83,"telephone","mar",181,-1,0,"yes"
"597",27,"cellular","jul",652,-1,0,"yes"
"598",35,"cellular","aug",222,182,4,"yes"
"599",33,"cellular","nov",253,92,4,"yes"
"600",25,"cellular","nov",386,-1,0,"yes"
"601",46,"unknown","may",1263,-1,0,"yes"
"602",77,"cellular","oct",847,60,1,"yes"
"603",59,"telephone","mar",234,-1,0,"yes"
"604",50,"cellular","jul",464,683,6,"yes"
"605",47,"cellular","oct",508,-1,0,"yes"
"606",71,"cellular","feb",93,-1,0,"yes"
"607",36,"cellular","aug",307,-1,0,"yes"
"608",46,"cellular","aug",293,90,4,"yes"
"609",45,"cellular","oct",310,804,1,"yes"
"610",45,"unknown","may",1030,-1,0,"yes"
"611",33,"cellular","jun",421,-1,0,"yes"
"612",34,"cellular","aug",262,99,2,"yes"
"613",61,"cellular","jan",181,92,1,"yes"
"614",58,"cellular","nov",495,93,1,"yes"
"615",29,"cellular","dec",314,195,1,"yes"
"616",39,"unknown","jun",554,-1,0,"yes"
"617",25,"cellular","jun",377,-1,0,"yes"
"618",25,"cellular","apr",107,-1,0,"yes"
"619",25,"cellular","jul",857,-1,0,"yes"
"620",55,"cellular","aug",353,-1,0,"yes"
"621",32,"cellular","may",744,-1,0,"yes"
"622",34,"cellular","jun",441,56,1,"yes"
"623",34,"cellular","dec",330,127,3,"yes"
"624",64,"cellular","feb",671,181,3,"yes"
"625",30,"cellular","apr",470,426,3,"yes"
"626",31,"cellular","jul",1139,-1,0,"yes"
"627",29,"cellular","jul",1097,-1,0,"yes"
"628",49,"cellular","apr",223,182,2,"yes"
"629",32,"unknown","jun",777,-1,0,"yes"
"630",29,"unknown","jun",1663,-1,0,"yes"
"631",51,"cellular","jun",458,-1,0,"yes"
"632",44,"cellular","aug",1735,-1,0,"yes"
"633",34,"cellular","may",152,182,6,"yes"
"634",37,"cellular","jun",224,-1,0,"yes"
"635",52,"telephone","jul",398,460,2,"yes"
"636",44,"cellular","aug",809,-1,0,"yes"
"637",34,"cellular","nov",161,209,2,"yes"
"638",29,"cellular","jul",574,-1,0,"yes"
"639",60,"cellular","jun",593,-1,0,"yes"
"640",59,"unknown","may",1063,-1,0,"yes"
"641",28,"cellular","feb",659,-1,0,"yes"
"642",72,"cellular","apr",384,-1,0,"yes"
"643",75,"cellular","nov",262,183,1,"yes"
"644",75,"telephone","apr",185,181,2,"yes"
"645",48,"cellular","nov",609,-1,0,"yes"
"646",71,"cellular","feb",185,-1,0,"yes"
"647",31,"cellular","sep",344,295,1,"yes"
"648",32,"cellular","apr",317,-1,0,"yes"
"649",46,"cellular","aug",388,-1,0,"yes"
"650",55,"cellular","apr",296,270,3,"yes"
"651",34,"cellular","aug",78,-1,0,"yes"
"652",59,"cellular","apr",815,87,1,"yes"
"653",51,"cellular","jul",655,-1,0,"yes"
"654",61,"cellular","feb",481,-1,0,"yes"
"655",38,"cellular","aug",223,414,4,"yes"
"656",36,"cellular","may",224,-1,0,"yes"
"657",32,"cellular","may",796,109,1,"yes"
"658",53,"telephone","sep",230,-1,0,"yes"
"659",33,"cellular","oct",249,335,2,"yes"
"660",54,"unknown","may",618,-1,0,"yes"
"661",53,"cellular","apr",558,-1,0,"yes"
"662",42,"cellular","may",951,370,4,"yes"
"663",49,"cellular","aug",354,-1,0,"yes"
"664",43,"cellular","nov",707,97,2,"yes"
"665",61,"cellular","mar",106,-1,0,"yes"
"666",34,"cellular","apr",342,-1,0,"yes"
"667",34,"cellular","may",469,-1,0,"yes"
"668",30,"cellular","may",670,286,6,"yes"
"669",24,"cellular","may",733,-1,0,"yes"
"670",47,"cellular","oct",385,-1,0,"yes"
"671",22,"cellular","aug",338,-1,0,"yes"
"672",36,"cellular","apr",260,-1,0,"yes"
"673",39,"cellular","may",454,364,3,"yes"
"674",43,"cellular","jul",635,-1,0,"yes"
"675",49,"cellular","may",451,169,2,"yes"
"676",37,"cellular","oct",238,107,2,"yes"
"677",50,"cellular","aug",526,-1,0,"yes"
"678",56,"unknown","jun",1558,-1,0,"yes"
"679",34,"cellular","aug",1877,-1,0,"yes"
"680",47,"unknown","jun",761,-1,0,"yes"
"681",53,"cellular","aug",921,-1,0,"yes"
"682",53,"cellular","aug",317,180,2,"yes"
"683",60,"cellular","aug",323,-1,0,"yes"
"684",39,"cellular","may",488,-1,0,"yes"
"685",48,"cellular","jun",264,-1,0,"yes"
"686",47,"telephone","dec",805,190,1,"yes"
"687",38,"cellular","may",937,-1,0,"yes"
"688",47,"cellular","aug",994,-1,0,"yes"
