age,contact,month,duration,pdays,previous,y
33,cellular,aug,67,-1,0,no
30,cellular,may,45,169,2,no
28,unknown,may,386,-1,0,no
34,cellular,oct,76,69,2,no
45,cellular,aug,508,-1,0,no
31,cellular,apr,193,322,1,no
40,unknown,jun,172,-1,0,no
30,cellular,feb,142,-1,0,no
39,unknown,jun,77,-1,0,no
54,telephone,nov,168,-1,0,no
34,cellular,feb,45,-1,0,no
43,unknown,may,257,-1,0,no
41,cellular,jan,41,266,2,no
40,telephone,feb,148,-1,0,no
39,cellular,jul,243,-1,0,no
57,cellular,aug,188,-1,0,no
32,cellular,jul,184,-1,0,no
25,cellular,jul,225,-1,0,no
25,unknown,may,241,-1,0,no
38,cellular,aug,79,-1,0,no
35,cellular,aug,37,-1,0,no
67,cellular,oct,223,-1,0,no
45,telephone,jul,38,-1,0,no
45,cellular,aug,536,-1,0,no
33,unknown,may,304,-1,0,no
38,cellular,apr,196,315,2,no
32,unknown,may,298,-1,0,no
54,unknown,may,86,-1,0,no
38,cellular,aug,150,-1,0,no
42,cellular,jul,167,-1,0,no
41,cellular,jul,24,-1,0,no
39,cellular,aug,74,-1,0,no
26,unknown,jun,18,-1,0,no
39,unknown,may,1168,-1,0,no
57,cellular,aug,260,-1,0,no
50,cellular,feb,748,-1,0,no
33,unknown,may,364,-1,0,no
37,unknown,may,229,-1,0,no
32,cellular,aug,111,-1,0,no
36,cellular,may,317,169,2,no
40,unknown,jun,402,-1,0,no
52,cellular,aug,56,-1,0,no
40,unknown,may,169,-1,0,no
48,cellular,may,127,-1,0,no
33,cellular,aug,175,-1,0,no
44,cellular,aug,56,-1,0,no
55,cellular,jul,123,-1,0,no
30,unknown,jun,23,-1,0,no
34,cellular,feb,231,-1,0,no
58,cellular,jul,255,-1,0,no
36,unknown,may,219,-1,0,no
48,telephone,aug,29,-1,0,no
55,unknown,may,95,-1,0,no
35,unknown,jul,134,-1,0,no
37,cellular,apr,820,-1,0,no
52,cellular,feb,116,273,3,no
41,cellular,may,463,-1,0,no
52,cellular,aug,603,-1,0,no
34,unknown,may,47,-1,0,no
31,cellular,dec,69,185,2,no
47,unknown,jun,174,-1,0,no
34,unknown,may,213,-1,0,no
53,unknown,may,230,-1,0,no
55,telephone,apr,222,-1,0,no
44,cellular,jul,74,-1,0,no
32,cellular,feb,429,201,1,no
37,cellular,may,7,351,1,no
41,cellular,may,493,-1,0,no
46,cellular,nov,162,-1,0,no
44,cellular,aug,86,-1,0,no
34,cellular,nov,371,-1,0,no
28,unknown,may,21,-1,0,no
28,cellular,may,22,-1,0,no
54,unknown,may,266,-1,0,no
45,cellular,apr,1010,326,1,no
58,telephone,jul,264,-1,0,no
56,unknown,jun,184,-1,0,no
32,cellular,may,95,-1,0,no
42,cellular,aug,127,-1,0,no
36,cellular,nov,136,120,1,no
46,cellular,apr,174,-1,0,no
39,unknown,may,102,-1,0,no
31,cellular,apr,279,-1,0,no
59,cellular,aug,76,-1,0,no
38,cellular,may,472,-1,0,no
58,cellular,aug,84,-1,0,no
34,cellular,nov,271,184,1,no
40,unknown,may,754,-1,0,no
35,telephone,jan,122,-1,0,no
34,cellular,apr,375,-1,0,no
31,cellular,aug,130,-1,0,no
48,cellular,aug,445,-1,0,no
34,unknown,may,261,-1,0,no
24,cellular,apr,229,-1,0,no
41,cellular,jun,288,-1,0,no
40,cellular,nov,219,-1,0,no
36,unknown,may,204,-1,0,no
53,unknown,jun,19,-1,0,no
23,cellular,aug,158,-1,0,no
42,unknown,may,314,-1,0,no
48,unknown,may,215,-1,0,no
40,unknown,may,92,-1,0,no
36,cellular,jul,101,-1,0,no
43,unknown,may,15,-1,0,no
36,unknown,may,260,-1,0,no
55,unknown,jun,287,-1,0,no
31,unknown,may,32,-1,0,no
32,unknown,may,138,-1,0,no
36,unknown,jun,228,-1,0,no
57,unknown,may,352,-1,0,no
41,cellular,jul,76,-1,0,no
31,unknown,may,144,-1,0,no
32,cellular,aug,168,-1,0,no
38,cellular,jan,140,2,3,no
49,unknown,jun,94,-1,0,no
46,unknown,jun,118,-1,0,no
29,cellular,may,382,-1,0,no
36,cellular,nov,111,-1,0,no
38,cellular,may,298,-1,0,no
53,unknown,may,121,-1,0,no
52,unknown,may,41,-1,0,no
41,unknown,may,42,-1,0,no
42,cellular,aug,81,-1,0,no
29,cellular,may,12,342,9,no
43,cellular,may,130,172,2,no
41,cellular,may,432,-1,0,no
44,cellular,aug,126,-1,0,no
37,cellular,apr,219,-1,0,no
35,cellular,jan,136,-1,0,no
27,cellular,apr,1130,-1,0,no
29,unknown,may,68,-1,0,no
36,unknown,jun,332,-1,0,no
38,unknown,may,412,-1,0,no
35,cellular,jul,378,-1,0,no
60,cellular,jan,255,2,4,no
41,cellular,may,297,-1,0,no
41,unknown,jun,28,-1,0,no
23,cellular,apr,119,-1,0,no
32,cellular,aug,116,-1,0,no
57,telephone,jul,274,-1,0,no
46,unknown,may,86,-1,0,no
50,unknown,may,860,-1,0,no
33,unknown,may,420,-1,0,no
53,unknown,may,213,-1,0,no
30,cellular,nov,756,-1,0,no
33,cellular,feb,196,87,4,no
44,cellular,jul,201,-1,0,no
39,unknown,may,19,-1,0,no
45,cellular,nov,53,172,3,no
37,cellular,aug,244,-1,0,no
51,unknown,may,184,-1,0,no
30,cellular,apr,39,342,3,no
28,unknown,jun,54,-1,0,no
26,unknown,may,28,-1,0,no
32,cellular,aug,268,-1,0,no
52,cellular,may,101,362,5,no
43,unknown,may,228,-1,0,no
29,cellular,may,119,-1,0,no
57,cellular,aug,89,-1,0,no
37,cellular,nov,102,-1,0,no
26,cellular,may,207,363,2,no
50,cellular,aug,168,-1,0,no
47,cellular,jul,408,-1,0,no
39,cellular,oct,56,-1,0,no
35,cellular,may,277,271,2,no
31,unknown,may,76,-1,0,no
50,cellular,aug,72,-1,0,no
47,cellular,aug,99,-1,0,no
30,cellular,aug,13,-1,0,no
32,cellular,apr,178,-1,0,no
36,unknown,jun,287,-1,0,no
46,cellular,may,141,346,2,no
37,cellular,jul,115,-1,0,no
33,cellular,nov,374,-1,0,no
58,unknown,jun,763,-1,0,no
59,cellular,feb,122,92,1,no
28,cellular,may,143,-1,0,no
48,cellular,feb,316,-1,0,no
55,telephone,jul,89,-1,0,no
59,cellular,nov,456,-1,0,no
41,cellular,nov,40,-1,0,no
35,unknown,oct,5,808,12,no
34,cellular,jul,90,-1,0,no
43,cellular,nov,50,113,5,no
49,cellular,feb,128,-1,0,no
35,cellular,sep,256,94,1,no
51,unknown,jun,83,-1,0,no
36,cellular,aug,268,-1,0,no
44,cellular,apr,345,249,7,no
28,unknown,may,4,-1,0,no
42,cellular,may,78,292,3,no
60,unknown,jun,419,-1,0,no
28,telephone,may,421,-1,0,no
43,cellular,jul,88,-1,0,no
51,unknown,jun,42,-1,0,no
32,cellular,may,114,287,3,no
35,cellular,aug,286,-1,0,no
38,unknown,jun,91,-1,0,no
77,cellular,aug,766,-1,0,no
32,cellular,jan,92,-1,0,no
43,cellular,aug,211,-1,0,no
36,unknown,jun,227,-1,0,no
30,cellular,aug,82,-1,0,no
32,cellular,nov,195,-1,0,no
34,cellular,apr,217,-1,0,no
40,cellular,feb,252,-1,0,no
35,cellular,may,73,-1,0,no
36,cellular,nov,177,174,1,no
42,unknown,may,32,-1,0,no
35,cellular,aug,24,-1,0,no
52,unknown,may,688,-1,0,no
36,unknown,may,21,-1,0,no
31,unknown,jun,115,-1,0,no
40,unknown,jun,269,-1,0,no
43,unknown,jun,230,-1,0,no
59,telephone,jul,97,-1,0,no
39,cellular,aug,86,-1,0,no
38,cellular,jul,1473,-1,0,no
27,cellular,jun,205,-1,0,no
59,unknown,jun,77,-1,0,no
36,cellular,nov,138,-1,0,no
50,cellular,aug,86,-1,0,no
41,telephone,aug,9,-1,0,no
30,unknown,may,601,-1,0,no
32,cellular,jul,407,-1,0,no
38,unknown,jun,1030,-1,0,no
45,cellular,jul,517,-1,0,no
58,unknown,may,171,-1,0,no
31,cellular,may,175,293,5,no
38,unknown,jun,299,-1,0,no
29,cellular,feb,563,-1,0,no
55,unknown,may,241,-1,0,no
35,cellular,may,52,91,1,no
40,cellular,jun,76,-1,0,no
34,cellular,nov,441,-1,0,no
48,unknown,may,350,-1,0,no
37,cellular,may,396,-1,0,no
51,unknown,jun,8,687,2,no
36,cellular,apr,637,-1,0,no
42,unknown,jun,175,-1,0,no
38,cellular,feb,280,75,1,no
34,cellular,apr,140,-1,0,no
30,unknown,jun,59,-1,0,no
57,unknown,jun,174,-1,0,no
66,cellular,aug,275,-1,0,no
48,unknown,jun,320,-1,0,no
31,cellular,nov,252,168,4,no
37,cellular,aug,154,-1,0,no
32,cellular,apr,8,-1,0,no
71,cellular,oct,327,183,3,no
27,cellular,may,265,-1,0,no
55,cellular,may,146,272,2,no
34,cellular,jul,257,-1,0,no
30,cellular,jan,241,-1,0,no
25,cellular,may,185,-1,0,no
33,cellular,apr,329,322,1,no
36,cellular,may,24,346,1,no
45,unknown,jul,155,-1,0,no
47,cellular,feb,479,-1,0,no
64,telephone,apr,135,-1,0,no
53,cellular,jul,175,-1,0,no
46,unknown,may,192,-1,0,no
58,unknown,may,58,-1,0,no
34,cellular,jul,601,-1,0,no
41,cellular,may,139,-1,0,no
33,telephone,aug,66,-1,0,no
44,cellular,aug,210,-1,0,no
39,cellular,feb,731,193,3,no
39,telephone,apr,141,-1,0,no
48,unknown,may,1231,-1,0,no
58,cellular,feb,72,274,4,no
60,cellular,may,241,364,1,no
66,cellular,may,272,-1,0,no
49,cellular,may,64,-1,0,no
44,cellular,aug,54,-1,0,no
23,cellular,apr,166,-1,0,no
29,cellular,may,245,97,7,no
44,unknown,may,94,-1,0,no
54,unknown,jun,34,-1,0,no
47,telephone,jul,203,-1,0,no
33,cellular,jul,318,-1,0,no
30,cellular,apr,158,-1,0,no
23,cellular,apr,743,-1,0,no
49,unknown,nov,56,103,2,no
27,unknown,jun,172,-1,0,no
51,cellular,may,136,359,1,no
32,cellular,may,82,363,2,no
30,unknown,may,123,-1,0,no
33,cellular,nov,110,-1,0,no
27,unknown,may,385,-1,0,no
37,cellular,feb,73,-1,0,no
51,cellular,jul,384,-1,0,no
44,cellular,jul,497,-1,0,no
51,unknown,may,723,-1,0,no
28,cellular,may,15,-1,0,no
32,cellular,jul,255,-1,0,no
35,cellular,may,95,-1,0,no
30,telephone,apr,44,-1,0,no
39,unknown,jun,116,-1,0,no
27,cellular,may,97,370,1,no
22,cellular,sep,154,-1,0,no
35,cellular,may,135,370,2,no
69,cellular,aug,230,-1,0,no
46,unknown,may,89,-1,0,no
45,cellular,may,38,-1,0,no
31,cellular,nov,129,-1,0,no
48,cellular,aug,80,-1,0,no
52,unknown,jun,96,-1,0,no
33,unknown,jun,197,-1,0,no
44,cellular,jan,180,-1,0,no
38,cellular,nov,452,-1,0,no
36,cellular,aug,85,-1,0,no
32,cellular,jul,175,-1,0,no
33,cellular,nov,163,-1,0,no
53,unknown,may,266,-1,0,no
51,unknown,jun,75,-1,0,no
48,cellular,apr,227,-1,0,no
54,cellular,jul,140,-1,0,no
52,unknown,jun,271,-1,0,no
30,telephone,jul,80,-1,0,no
57,cellular,aug,387,-1,0,no
46,cellular,jul,208,-1,0,no
54,cellular,feb,237,-1,0,no
31,cellular,aug,377,-1,0,no
27,cellular,may,578,364,1,no
37,cellular,may,199,173,2,no
30,unknown,may,107,-1,0,no
30,unknown,may,610,-1,0,no
35,cellular,aug,124,-1,0,no
37,cellular,aug,484,-1,0,no
43,cellular,jul,747,-1,0,no
41,cellular,may,313,349,3,no
41,unknown,jun,42,-1,0,no
59,cellular,aug,87,-1,0,no
30,unknown,may,197,-1,0,no
55,unknown,may,58,-1,0,no
35,cellular,jul,5,-1,0,no
27,cellular,jul,243,-1,0,no
40,unknown,may,112,-1,0,no
54,cellular,aug,155,-1,0,no
32,telephone,jan,70,-1,0,no
42,unknown,may,115,-1,0,no
48,unknown,jun,29,-1,0,no
52,unknown,may,391,-1,0,no
44,cellular,aug,201,-1,0,no
49,telephone,jul,47,-1,0,no
46,unknown,jun,36,-1,0,no
47,unknown,may,135,-1,0,no
43,cellular,apr,257,146,9,no
58,unknown,jun,684,-1,0,no
25,cellular,mar,170,-1,0,no
49,unknown,jun,150,-1,0,no
50,cellular,nov,130,160,1,no
46,unknown,may,724,-1,0,no
37,unknown,jun,187,-1,0,no
44,unknown,may,179,-1,0,no
49,cellular,aug,357,-1,0,no
25,cellular,jul,134,-1,0,no
48,telephone,aug,176,-1,0,no
31,cellular,apr,424,138,1,no
37,unknown,jun,115,-1,0,no
48,cellular,feb,369,-1,0,no
32,unknown,may,118,-1,0,no
48,unknown,jun,25,-1,0,no
49,unknown,jun,753,-1,0,no
30,cellular,jul,124,-1,0,no
42,cellular,may,721,-1,0,no
34,cellular,aug,136,-1,0,no
48,telephone,may,376,339,7,no
40,cellular,jun,78,-1,0,no
30,cellular,apr,270,241,4,no
28,unknown,may,866,-1,0,no
41,cellular,nov,209,191,4,no
49,cellular,nov,131,-1,0,no
51,unknown,may,147,-1,0,no
33,telephone,may,41,300,5,no
26,unknown,may,111,-1,0,no
34,cellular,apr,108,-1,0,no
27,cellular,may,411,-1,0,no
42,cellular,jul,108,-1,0,no
35,cellular,aug,370,-1,0,no
39,unknown,jun,57,-1,0,no
26,cellular,jul,95,-1,0,no
40,cellular,mar,144,124,1,no
40,cellular,may,173,353,23,no
38,telephone,jul,293,-1,0,no
48,cellular,aug,524,-1,0,no
31,unknown,may,676,-1,0,no
35,cellular,nov,219,133,1,no
34,cellular,apr,186,327,2,no
30,unknown,jun,220,-1,0,no
36,cellular,aug,452,-1,0,no
45,unknown,jun,214,-1,0,no
43,cellular,jan,24,-1,0,no
23,telephone,jun,79,-1,0,no
44,unknown,jun,491,-1,0,no
58,cellular,may,74,-1,0,no
29,cellular,mar,217,184,7,no
30,cellular,feb,475,-1,0,no
29,cellular,may,127,-1,0,no
41,cellular,mar,101,-1,0,no
35,cellular,jul,340,-1,0,no
31,cellular,jul,158,-1,0,no
52,unknown,jun,123,-1,0,no
44,cellular,apr,222,154,1,no
53,unknown,jun,18,-1,0,no
36,cellular,dec,109,246,1,no
34,cellular,jul,134,-1,0,no
36,cellular,may,113,-1,0,no
40,cellular,aug,43,-1,0,no
31,unknown,jun,19,-1,0,no
65,cellular,aug,245,-1,0,no
53,unknown,may,343,-1,0,no
28,cellular,mar,229,-1,0,no
33,unknown,may,530,-1,0,no
31,cellular,jul,715,-1,0,no
45,cellular,apr,78,176,1,no
39,unknown,jun,147,-1,0,no
33,cellular,apr,700,-1,0,no
36,cellular,nov,618,-1,0,no
28,unknown,jul,53,-1,0,no
41,cellular,may,16,176,5,no
59,cellular,jul,286,-1,0,no
24,cellular,may,209,321,1,no
49,unknown,jun,84,-1,0,no
40,unknown,may,260,-1,0,no
42,unknown,jun,298,-1,0,no
33,unknown,may,201,-1,0,no
25,cellular,sep,113,479,1,no
49,unknown,may,233,-1,0,no
50,cellular,jun,141,-1,0,no
37,unknown,may,773,-1,0,no
21,telephone,jun,329,95,1,no
52,unknown,may,423,-1,0,no
55,cellular,aug,67,-1,0,no
26,unknown,jun,626,-1,0,no
32,unknown,may,61,-1,0,no
31,unknown,may,248,-1,0,no
34,cellular,jan,136,262,3,no
33,cellular,aug,126,-1,0,no
35,telephone,jan,653,-1,0,no
44,telephone,may,7,-1,0,no
48,cellular,apr,528,-1,0,no
29,cellular,may,785,-1,0,no
26,cellular,jan,77,2,2,no
37,cellular,may,24,362,1,no
44,unknown,jun,82,-1,0,no
36,unknown,jun,952,-1,0,no
49,cellular,may,27,-1,0,no
31,unknown,may,143,-1,0,no
49,unknown,may,274,-1,0,no
57,cellular,nov,915,-1,0,no
42,cellular,feb,115,-1,0,no
33,cellular,mar,76,-1,0,no
75,cellular,mar,341,-1,0,no
38,unknown,may,112,-1,0,no
40,unknown,may,64,-1,0,no
34,cellular,jul,129,-1,0,no
25,cellular,jul,71,-1,0,no
27,cellular,jul,60,-1,0,no
47,cellular,jul,9,-1,0,no
51,unknown,may,83,-1,0,no
32,cellular,aug,101,3,6,no
32,cellular,aug,101,-1,0,no
57,unknown,may,206,-1,0,no
42,cellular,may,222,-1,0,no
43,unknown,jun,217,-1,0,no
34,unknown,may,252,-1,0,no
35,cellular,aug,41,-1,0,no
33,unknown,jun,27,-1,0,no
34,cellular,apr,758,-1,0,no
34,cellular,jul,574,-1,0,no
34,cellular,apr,543,321,6,no
48,cellular,aug,219,-1,0,no
49,cellular,aug,789,-1,0,no
32,cellular,aug,50,-1,0,no
58,cellular,jul,336,-1,0,no
57,cellular,may,323,368,2,no
32,cellular,jul,712,-1,0,no
45,cellular,aug,75,-1,0,no
70,cellular,apr,149,182,1,no
37,cellular,may,153,-1,0,no
48,cellular,may,179,-1,0,no
55,cellular,jan,104,-1,0,no
36,cellular,aug,92,-1,0,no
36,unknown,may,129,-1,0,no
46,unknown,may,157,-1,0,no
33,cellular,nov,305,182,3,no
31,cellular,aug,1504,-1,0,no
31,cellular,nov,106,183,2,no
31,unknown,may,592,-1,0,no
41,cellular,oct,181,500,1,no
40,unknown,may,134,-1,0,no
39,cellular,jul,81,-1,0,no
33,cellular,may,77,-1,0,no
38,cellular,may,537,303,2,no
55,cellular,nov,291,-1,0,no
51,cellular,aug,287,-1,0,no
53,cellular,aug,156,-1,0,no
53,unknown,may,611,-1,0,no
44,cellular,feb,132,-1,0,no
57,unknown,jun,26,-1,0,no
29,cellular,may,262,-1,0,no
31,unknown,may,272,-1,0,no
35,cellular,dec,137,122,3,no
34,cellular,may,172,-1,0,no
57,unknown,jun,108,-1,0,no
40,unknown,may,71,-1,0,no
39,cellular,may,502,7,2,no
53,cellular,apr,586,-1,0,no
44,unknown,may,219,-1,0,no
40,unknown,may,224,-1,0,no
33,cellular,nov,63,-1,0,no
46,cellular,aug,24,-1,0,no
44,cellular,may,165,363,1,no
59,cellular,jul,70,-1,0,no
44,cellular,nov,297,-1,0,no
34,cellular,aug,12,-1,0,no
39,cellular,aug,40,-1,0,no
27,cellular,jul,217,-1,0,no
31,cellular,jul,235,-1,0,no
41,cellular,aug,136,-1,0,no
60,unknown,may,57,-1,0,no
35,cellular,nov,256,-1,0,no
49,cellular,nov,114,-1,0,no
30,cellular,feb,192,-1,0,no
61,unknown,jul,42,-1,0,no
50,cellular,may,475,-1,0,no
55,cellular,aug,112,-1,0,no
36,cellular,jul,141,-1,0,no
40,telephone,jul,697,-1,0,no
37,unknown,jun,223,-1,0,no
38,unknown,may,205,-1,0,no
33,cellular,feb,509,-1,0,no
58,unknown,may,91,-1,0,no
43,cellular,feb,169,-1,0,no
32,cellular,aug,79,-1,0,no
46,telephone,jul,171,-1,0,no
54,cellular,jul,443,-1,0,no
57,cellular,may,67,368,2,no
32,cellular,apr,60,343,4,no
24,cellular,may,191,-1,0,no
35,cellular,may,198,88,1,no
47,unknown,may,212,-1,0,no
39,cellular,nov,134,-1,0,no
47,cellular,nov,171,96,5,no
42,cellular,nov,611,175,12,no
35,unknown,jun,216,-1,0,no
24,unknown,may,94,-1,0,no
27,cellular,may,13,-1,0,no
31,cellular,jul,387,-1,0,no
29,cellular,oct,90,-1,0,no
29,unknown,may,322,-1,0,no
72,cellular,nov,427,-1,0,no
32,unknown,may,650,-1,0,no
38,unknown,may,66,-1,0,no
32,cellular,may,156,-1,0,no
34,cellular,aug,106,-1,0,no
40,cellular,nov,97,-1,0,no
34,cellular,apr,10,-1,0,no
35,cellular,jul,96,109,4,no
43,cellular,nov,65,131,1,no
30,cellular,jul,185,-1,0,no
22,cellular,jul,69,-1,0,no
35,cellular,jan,127,-1,0,no
56,telephone,nov,154,-1,0,no
53,telephone,jul,36,-1,0,no
54,cellular,feb,85,196,3,no
32,cellular,may,362,287,13,no
42,telephone,apr,37,-1,0,no
37,cellular,sep,76,-1,0,no
45,cellular,aug,131,356,3,no
33,cellular,nov,570,-1,0,no
33,cellular,jul,329,-1,0,no
36,unknown,jun,82,-1,0,no
34,cellular,jul,164,-1,0,no
32,cellular,nov,395,-1,0,no
29,cellular,apr,139,-1,0,no
31,unknown,jul,43,-1,0,no
52,cellular,aug,343,-1,0,no
26,cellular,jul,319,-1,0,no
43,unknown,may,302,-1,0,no
55,cellular,jul,455,-1,0,no
28,unknown,may,126,-1,0,no
46,unknown,jun,252,-1,0,no
39,unknown,may,793,-1,0,no
51,cellular,nov,727,-1,0,no
42,unknown,may,275,-1,0,no
53,cellular,aug,77,-1,0,no
34,cellular,aug,61,-1,0,no
48,cellular,apr,264,317,1,no
37,cellular,jul,214,-1,0,no
38,cellular,jul,182,-1,0,no
34,cellular,may,173,299,2,no
48,cellular,apr,349,-1,0,no
47,cellular,jul,77,-1,0,no
48,telephone,nov,1476,-1,0,no
37,cellular,jan,540,115,3,no
38,unknown,jun,179,-1,0,no
30,unknown,may,747,-1,0,no
46,telephone,nov,107,167,1,no
26,unknown,may,48,-1,0,no
55,telephone,may,147,298,3,no
42,cellular,jul,430,-1,0,no
42,cellular,aug,64,-1,0,no
31,unknown,may,217,-1,0,no
37,cellular,may,77,-1,0,no
26,unknown,may,16,-1,0,no
54,cellular,aug,753,-1,0,no
70,cellular,apr,125,182,1,no
48,telephone,jul,5,-1,0,no
50,cellular,jul,185,-1,0,no
60,cellular,feb,80,-1,0,no
32,cellular,aug,156,-1,0,no
32,cellular,jul,403,-1,0,no
34,cellular,nov,145,-1,0,no
48,cellular,may,17,-1,0,no
25,cellular,jul,160,-1,0,no
32,cellular,nov,486,181,2,no
32,cellular,feb,321,-1,0,no
54,cellular,apr,472,148,2,no
36,unknown,may,151,-1,0,no
39,cellular,may,122,357,4,no
41,unknown,jun,30,-1,0,no
43,unknown,may,548,-1,0,no
35,unknown,may,326,-1,0,no
33,cellular,nov,414,-1,0,no
33,cellular,jul,351,-1,0,no
29,unknown,may,449,-1,0,no
58,unknown,jun,16,-1,0,no
75,telephone,jul,219,-1,0,no
34,cellular,nov,138,-1,0,no
60,cellular,jul,121,-1,0,no
27,cellular,jul,527,-1,0,no
60,cellular,jul,96,-1,0,no
50,unknown,may,179,-1,0,no
37,cellular,jul,367,-1,0,no
34,cellular,nov,197,-1,0,no
30,cellular,jul,187,-1,0,no
60,cellular,jul,421,-1,0,no
34,cellular,aug,181,-1,0,no
36,cellular,apr,15,316,1,no
36,unknown,jun,1017,-1,0,no
46,unknown,may,91,-1,0,no
38,cellular,nov,224,180,1,no
42,unknown,may,285,-1,0,no
59,cellular,jul,129,-1,0,no
39,cellular,jul,88,-1,0,no
41,cellular,aug,185,-1,0,no
59,cellular,jan,98,154,6,no
42,cellular,jan,97,169,3,no
33,cellular,may,72,370,1,no
53,cellular,may,109,87,2,no
43,unknown,may,208,-1,0,no
27,cellular,may,273,-1,0,no
39,unknown,may,130,-1,0,no
27,cellular,feb,590,-1,0,no
37,unknown,may,281,-1,0,no
52,unknown,jun,148,-1,0,no
33,cellular,aug,305,-1,0,no
41,cellular,nov,90,-1,0,no
38,cellular,apr,222,-1,0,no
30,cellular,jul,127,-1,0,no
58,telephone,jan,38,-1,0,no
37,cellular,may,380,-1,0,no
36,cellular,apr,244,313,1,no
45,cellular,aug,189,-1,0,no
23,unknown,jun,217,-1,0,no
44,unknown,jun,22,-1,0,no
32,cellular,aug,289,-1,0,no
32,cellular,jul,221,-1,0,no
40,cellular,jun,220,219,2,no
47,cellular,feb,147,264,4,no
43,unknown,jun,147,-1,0,no
33,cellular,aug,130,-1,0,no
45,cellular,may,247,-1,0,no
44,cellular,jul,264,-1,0,no
37,unknown,may,336,-1,0,no
51,unknown,may,619,-1,0,no
32,cellular,may,159,350,2,no
33,unknown,may,29,-1,0,no
28,unknown,jun,606,-1,0,no
66,cellular,jun,971,-1,0,no
31,unknown,may,231,-1,0,no
35,unknown,may,163,-1,0,no
36,telephone,jul,119,-1,0,no
32,cellular,jan,348,-1,0,no
34,unknown,mar,30,-1,0,no
55,unknown,may,58,-1,0,no
33,cellular,may,119,-1,0,no
58,unknown,jun,111,-1,0,no
38,unknown,may,110,-1,0,no
51,cellular,nov,210,-1,0,no
34,cellular,aug,123,-1,0,no
33,cellular,aug,216,-1,0,no
42,cellular,jul,178,-1,0,no
31,cellular,apr,230,-1,0,no
31,unknown,may,147,-1,0,no
44,unknown,may,118,-1,0,no
32,cellular,may,213,264,6,no
58,cellular,aug,219,-1,0,no
46,unknown,may,104,-1,0,no
51,telephone,jun,303,-1,0,no
31,unknown,may,151,-1,0,no
58,cellular,feb,19,-1,0,no
36,cellular,may,49,-1,0,no
34,cellular,feb,171,193,2,no
36,cellular,aug,71,-1,0,no
54,cellular,nov,83,-1,0,no
29,telephone,apr,95,-1,0,no
48,unknown,may,201,-1,0,no
49,telephone,jul,115,-1,0,no
25,unknown,jul,316,-1,0,no
38,cellular,jul,196,-1,0,no
43,unknown,may,241,-1,0,no
32,cellular,nov,354,-1,0,no
29,cellular,may,471,-1,0,no
35,unknown,may,371,-1,0,no
57,unknown,jun,58,-1,0,no
40,cellular,may,88,173,1,no
40,unknown,jun,161,-1,0,no
26,unknown,jun,95,-1,0,no
37,unknown,jun,165,-1,0,no
33,telephone,nov,114,-1,0,no
60,cellular,aug,393,-1,0,no
56,cellular,nov,808,-1,0,no
45,unknown,may,923,-1,0,no
37,unknown,may,143,-1,0,no
43,cellular,may,487,367,2,no
59,cellular,aug,84,-1,0,no
36,cellular,aug,86,-1,0,no
31,cellular,aug,96,-1,0,no
58,cellular,aug,88,-1,0,no
48,unknown,may,413,-1,0,no
49,unknown,jun,147,-1,0,no
26,telephone,jan,112,-1,0,no
26,cellular,jul,242,-1,0,no
58,cellular,jul,82,-1,0,no
44,cellular,nov,661,-1,0,no
35,cellular,jul,151,-1,0,no
41,cellular,aug,140,-1,0,no
36,cellular,may,172,93,1,no
51,cellular,jul,200,-1,0,no
26,cellular,jan,650,-1,0,no
32,cellular,aug,131,-1,0,no
51,cellular,nov,176,-1,0,no
51,unknown,may,247,-1,0,no
40,cellular,apr,38,335,1,no
47,telephone,oct,541,204,3,no
66,telephone,jan,203,93,1,no
47,cellular,aug,602,-1,0,no
56,cellular,aug,26,-1,0,no
32,cellular,aug,107,-1,0,no
42,unknown,may,46,-1,0,no
30,cellular,jul,128,-1,0,no
26,unknown,may,360,-1,0,no
52,cellular,may,22,-1,0,no
35,cellular,sep,310,96,2,no
40,unknown,may,240,-1,0,no
32,unknown,may,144,-1,0,no
45,cellular,jul,311,-1,0,no
27,cellular,may,458,349,1,no
50,unknown,may,101,-1,0,no
38,unknown,may,72,-1,0,no
46,telephone,jun,94,-1,0,no
35,unknown,may,210,-1,0,no
37,cellular,sep,369,-1,0,no
28,cellular,apr,125,-1,0,no
38,unknown,jun,301,-1,0,no
43,cellular,aug,14,-1,0,no
43,unknown,may,57,-1,0,no
56,cellular,nov,420,-1,0,no
32,cellular,may,638,175,3,no
28,cellular,jun,201,-1,0,no
47,cellular,aug,557,-1,0,no
31,unknown,may,66,-1,0,no
38,unknown,may,206,-1,0,no
69,telephone,aug,26,-1,0,no
32,cellular,feb,166,-1,0,no
37,cellular,may,102,333,2,no
39,unknown,jun,46,-1,0,no
40,unknown,jun,126,-1,0,no
43,unknown,may,343,-1,0,no
41,cellular,aug,261,-1,0,no
47,cellular,jul,676,-1,0,no
54,cellular,may,143,-1,0,no
39,cellular,aug,133,-1,0,no
56,unknown,may,185,-1,0,no
35,unknown,jun,22,-1,0,no
34,cellular,aug,184,-1,0,no
31,cellular,aug,78,-1,0,no
47,unknown,may,157,-1,0,no
52,telephone,aug,20,-1,0,no
30,cellular,nov,816,-1,0,no
49,unknown,may,396,-1,0,no
30,unknown,may,340,-1,0,no
31,telephone,nov,55,-1,0,no
