pctFgnImmig-3,pctFgnImmig-5,pctFgnImmig-8,pctFgnImmig-10,pctImmig-3,pctImmig-5,pctImmig-8,pctImmig-10,pctSpeakOnlyEng,pctNotSpeakEng,pctLargHousFam,pctLargHous,persPerOccupHous,persPerOwnOccup,persPerRenterOccup,pctPersOwnOccup,pctPopDenseHous,pctSmallHousUnits,medNumBedrm,houseVacant,pctHousOccup,pctHousOwnerOccup,pctVacantBoarded,pctVacant6up,medYrHousBuilt,pctHousWOphone,pctHousWOplumb,ownHousLowQ,ownHousMed,ownHousUperQ,ownHousQrange,rentLowQ,rentMed,rentUpperQ,rentQrange,medGrossRent,medRentpctHousInc,medOwnCostpct,medOwnCostPctWO,persEmergShelt,persHomeless,pctForeignBorn,pctBornStateResid,pctSameHouse-5,pctSameCounty-5,pctSameState-5,landArea,popDensity,pctUsePubTrans,pctOfficDrugUnit,class
13.57,24.01,34.23,44.79,2.96,5.23,7.46,9.76,80.18,4.15,8.48,5.7,2.64,2.98,2.43,41.6,8.62,66.37,2,1057,95.97,36.76,5.39,41.25,1939,5,0.54,168200,227200,291000,122800,354,480,626,272,532,24.5,23.6,16.6,112,0,21.8,57.98,65.5,86.36,93.34,4.5,14786.2,25.7,0,2
5.44,9.37,9.37,9.37,0.06,0.1,0.1,0.1,96.69,0.34,2.46,1.76,2.39,2.51,2,79.07,0.8,34.08,3,519,96.07,75.03,0.39,24.08,1962,0.69,0.15,51700,63900,78500,26800,289,352,422,133,427,23.1,17.3,11.4,0,0,1.08,69.21,60.29,88.44,92.55,10.3,2981.4,0.96,0,1
12.24,20.41,31.97,36.73,0.11,0.18,0.28,0.33,97.09,0.34,8.31,5.66,2.65,2.67,2.63,54.32,5.7,44.54,3,756,87.59,53.87,5.95,64.68,1967,12.03,0.53,33400,49800,70200,36800,118,207,275,157,305,35.1,22.1,15.8,0,0,0.89,82.59,48.81,75.89,93.04,10.5,1585.4,0,0,2
0,14.29,23.81,45.24,0,0.11,0.19,0.36,97.5,0.25,2.96,2.15,2.56,2.7,2.39,57.73,2.3,52.22,2,129,96.87,54.68,0,30.23,1965,6.96,0.17,57200,69800,93100,35900,272,333,387,115,410,23.5,20.1,11.1,0,0,0.8,75.12,42.98,79.58,91.81,9.6,1087.9,0.14,0,1
34.43,54.19,69.76,78.74,0.47,0.73,0.94,1.06,96.89,0.46,4.31,2.91,2.43,2.37,2.51,57.99,3.71,50.08,2,1385,87.62,59.31,11.19,50.4,1965,11.67,0.73,22900,37100,58200,35300,175,261,325,150,340,29.8,17.1,14.1,7,0,1.35,78.5,55.03,82.71,93.72,28.2,876.6,0,0,2
7.46,16.22,19.38,22.54,0.8,1.74,2.08,2.42,83.48,2.28,3.51,2.47,2.5,2.71,2.11,71.08,1.33,46.79,3,224,96.82,65.67,1.34,42.41,1947,0.42,0.3,165200,191000,236700,71500,546,667,778,232,737,26.6,25.2,15.7,0,0,10.75,71.59,67.82,82.28,93.45,3.5,4854.5,3.69,0,1
5.59,10.6,14.94,29.76,0.16,0.3,0.43,0.85,94,0.64,3.71,3.03,2.81,2.99,2.4,73.81,2.82,28.21,3,896,92.31,69.36,0.22,32.48,1981,2.61,0.27,79800,95700,123900,44100,360,428,534,174,497,23.5,23.2,12.9,0,0,2.86,67.07,42.2,78.78,90.04,22.4,1365.5,0.78,0,1
8.33,10.12,11.31,14.29,0.09,0.11,0.12,0.16,96.18,0.27,3.88,2.89,2.72,2.99,2.37,61.95,1.57,40.4,3,113,98.02,56.32,1.77,14.16,1970,1.28,0.09,63300,74400,91100,27800,363,433,491,128,465,23.6,19.4,12.7,0,0,1.1,76.77,47.61,78.12,89.62,7.3,2105.1,0.24,0,1
20.3,33.72,35.91,56.21,0.38,0.62,0.66,1.04,96.97,0.27,2.95,2.37,2.77,2.91,2.4,76.51,1.04,27.86,3,1031,91.73,72.81,0.87,32.78,1975,2.7,0,68400,86300,118900,50500,341,399,486,145,496,25.3,21.2,11.9,0,0,1.85,54.52,44.72,65.08,81.73,22.9,1407.8,1.08,0,1
14.23,25.09,32.66,44.29,1.78,3.14,4.08,5.54,83.66,2.88,5,3.27,2.25,2.18,2.47,74.16,4.84,72.66,2,5252,79.44,76.45,1.43,24.47,1976,2.71,0.33,62900,79400,103700,40800,427,537,625,198,632,28.1,23.4,11.9,16,12,12.49,22.11,48.19,72.79,79.61,15.7,2945.3,1.04,0,2
18.02,23.45,28.89,30.81,1.08,1.41,1.74,1.85,92.59,0.34,3.73,2.99,2.79,2.86,2.39,87.81,0.6,35.41,3,351,94.03,85.76,0.57,60.97,1982,0.33,0.39,152800,211600,278600,125800,529,742,904,375,857,24.4,28.1,15.8,19,0,6.01,54.63,42.4,56.97,82.95,39.2,398.2,1.55,0,1
2.77,2.77,2.77,7.38,0.06,0.06,0.06,0.16,96.13,0.27,4.05,2.44,2.32,2.5,2.03,66.44,0.99,45.03,3,353,94.6,61.69,3.12,38.53,1949,0.97,0.57,49900,64700,86800,36900,287,389,465,178,439,27.1,20.9,13.8,71,0,2.15,78.94,49.44,74.22,92.38,8.2,1838.9,0.83,0,1
1.34,11.37,25.75,42.14,0.04,0.32,0.73,1.2,94.1,0.98,3.39,2.62,2.64,2.74,2.42,70.97,3.03,36.17,3,467,89.29,68.35,1.28,47.75,1980,4.55,0.16,79600,118600,155200,75600,334,441,594,260,543,24.5,23.6,12.5,0,0,2.85,56.52,39.47,54.76,85.58,15.2,690.4,0.56,0,1
12.23,20.21,36.17,42.55,0.06,0.09,0.17,0.19,97.61,0.13,6.2,4.14,2.46,2.49,2.42,58.4,4.22,45.87,3,1570,91.15,57.69,4.71,50.83,1961,10.34,0.98,31600,45900,67200,35600,124,213,295,171,284,26.5,18.3,12.9,29,24,0.46,79.02,56.39,85.84,91.15,36.9,1111.6,0.52,0,1
2.82,3.71,10.68,18.25,0.14,0.18,0.51,0.88,92.14,0.68,2.2,1.31,2.09,2.07,2.12,64.29,2.12,82.39,2,1347,82.78,64.78,0.74,35.63,1974,5.76,0.2,40300,50400,66100,25800,271,314,350,79,372,29.5,23.6,11.2,3,9,4.8,17.37,44.9,69.85,79.05,4.4,3224.1,0,0,1
18.02,27.63,48.05,56.76,0.39,0.6,1.05,1.24,94.25,0.61,1.81,1.21,2.28,2.49,1.84,74.86,0.56,39.94,3,257,95.8,68.72,0.78,14.01,1963,0.53,0.13,68800,85400,108200,39400,326,434,529,203,524,23.7,17.4,10.8,0,0,2.18,78.89,57.11,71.76,92.38,10.7,1431.1,1.1,0,1
4.63,11.7,21.37,25.84,0.31,0.78,1.42,1.72,88.56,1.27,10.09,8.84,3.29,3.24,3.94,92.36,2.68,7.02,3,192,98.29,93.63,7.81,38.02,1964,1.82,0.2,82700,95800,116700,34000,595,699,813,218,910,28.8,22.1,13.5,0,0,6.67,34.71,62.87,78.11,87.74,8,4547.1,4.94,0,1
11.77,17.43,24.5,29.32,1.69,2.5,3.51,4.2,81.65,2.61,5.87,3.93,2.51,2.9,2.05,62.65,2.92,54.47,2,159,96.9,54.22,1.89,52.2,1939,0.81,0.18,150100,172800,197100,47000,508,641,749,241,694,27.1,24.3,13.6,0,0,14.32,56.21,65.9,85.88,91.03,1.8,6943.6,12.87,0,1
27.08,27.08,27.08,27.08,0.6,0.6,0.6,0.6,95.74,0.28,3.24,2.41,2.58,2.65,2.27,84.08,1.83,42.82,3,191,95.55,81.9,2.09,29.84,1959,3.58,0.61,31700,50000,72100,40400,256,314,395,139,408,26.4,15.2,14,0,0,2.23,76.66,61,86.76,92.7,33.4,322.2,0,0,1
3.75,5.41,15.89,18.1,0.17,0.25,0.73,0.83,94.79,0.27,4.69,3.69,2.84,2.96,2.19,87.64,0.27,26.64,3,246,96.56,84.02,1.63,39.43,1953,0.12,0.17,186400,241300,326300,139900,428,662,874,446,783,26.1,21.2,14.7,27,0,4.57,72.6,68.35,82.53,94.14,23.3,851.4,9.33,0,1
11.05,11.05,28.18,34.81,0.09,0.09,0.22,0.27,97.87,0.44,5.22,3.56,2.45,2.43,2.5,63.43,4.23,49.87,3,1111,89.18,64.14,3.6,55.27,1957,14.49,0.43,28600,42300,63700,35100,135,197,275,140,310,28.1,18.1,14,0,0,0.78,74.38,60.45,85.9,92.2,16.2,1429.8,0.2,0,1
6.9,9.02,15.38,17.24,0.16,0.21,0.36,0.4,91.07,1.08,2.63,1.87,2.53,2.68,2.3,64.08,1.01,50.26,2,268,95.95,60.42,2.61,32.09,1951,1.94,0.2,85700,105800,126900,41200,332,448,539,207,504,26.8,21,13,0,0,2.34,79.79,53.51,85.45,92.13,17.5,922.6,2.09,0,1
28.46,39.83,52.64,61.54,3.44,4.82,6.37,7.45,74.85,5.54,12.2,8.21,2.83,2.81,2.84,35.2,9.49,57.77,2,987,90.13,35.44,14.89,49.95,1939,18.93,0.85,81200,103100,125900,44700,347,452,541,194,533,33.2,25.8,17.1,160,9,12.1,65.2,49.06,83.03,90.6,4,6681,3.99,0,2
0,0,5.75,13.74,0,0,0.1,0.24,95.23,0.37,2.46,1.85,2.53,2.67,1.97,84.34,0.56,32.85,3,231,96.72,79.88,4.76,56.71,1958,1.22,0.17,46400,63000,81500,35100,225,308,379,154,377,23.9,15.6,11.6,0,0,1.78,89,70.14,91.39,95.95,22.4,788.6,0.26,0,1
9.49,18.53,24.83,31.53,1.51,2.96,3.96,5.04,74.38,4.38,4.9,3.39,2.53,2.68,2.31,64.64,3.18,48.67,3,548,96.33,61.22,1.09,40.15,1953,2.09,0.1,126500,151800,175800,49300,411,528,637,226,594,25.1,23.5,15.4,0,0,15.97,62.65,68.53,88.45,94.29,11.2,3278.7,5.81,9.68,1
27.87,38.52,45.29,52.41,1.32,1.82,2.14,2.48,92.82,0.84,5.65,3.42,2.41,2.58,2.25,50.72,3.25,55.9,2,2079,93.4,47.36,5.77,34.15,1953,6.94,0.25,32400,48600,72800,40400,273,357,447,174,403,30.1,17.8,14.4,192,0,4.72,68.59,37.68,67.15,89.14,25.5,3153.6,2.49,8.33,1
12.22,27.33,39.55,49.68,0.45,1,1.45,1.83,94.47,0.77,4.91,3.58,2.64,2.54,2.79,57.26,4.57,52.95,2,688,90.16,59.49,0.73,30.96,1961,6.9,0.69,45500,54000,64000,18500,333,376,432,99,477,28.6,19.5,13,0,0,3.68,65.13,52.89,72.48,88.06,8.9,1900.8,2.33,0,2
31.86,38.92,49.18,58.27,4.96,6.05,7.65,9.06,79.61,4.69,5.01,3.92,2.79,2.74,2.99,79.65,3.15,14.78,3,164,97,81.02,1.83,28.66,1962,0.32,0,180700,208600,255100,74400,660,759,1001,341,930,27.1,22.2,11.9,0,0,15.55,23.6,55.7,70.32,77.68,4.5,3285.8,8.94,0,1
16.99,24.52,34.16,36.52,1.57,2.27,3.16,3.37,88.45,1.29,3.59,2.87,2.78,2.93,2.16,85.49,0.64,20.17,3,299,97.18,81.28,0.67,42.14,1946,0.2,0.12,201800,257300,349300,147500,525,753,940,415,814,24.3,22.2,13.8,0,0,9.24,51.49,66.74,81.13,87.95,7,4138.5,11.58,0,1
8.73,16.22,24.86,27.42,0.84,1.56,2.39,2.64,84.27,0.74,5.9,4.56,2.81,2.92,2.55,73.65,4.54,33.7,3,202,95.02,70.94,0.5,16.83,1974,1.69,0.2,111600,137000,168100,56500,483,609,719,236,639,24.7,22.3,10.1,0,0,9.63,54.09,44.77,71.27,90.37,3.6,3047.3,0.66,0,1
11.12,19.19,29.86,40.07,3,5.18,8.06,10.82,58.38,7.02,18.36,15.11,3.51,3.49,3.61,78.39,20.72,43.71,3,633,97.41,78.99,3.32,21.33,1965,2,0.41,155100,188100,226400,71300,483,648,826,343,721,28,23.1,11.2,0,0,27,43.94,59.7,90.57,92.73,19.5,4303,2.42,0,2
0.37,0.37,1.19,2.76,0.03,0.03,0.09,0.22,87.18,1.6,2.1,1.5,2.09,2.08,2.22,92.72,0.52,74.79,2,2259,88.63,93.14,0.53,60.16,1979,0.81,0.42,84900,103100,123500,38600,356,568,676,320,708,35.1,25.2,15.5,0,0,7.87,59.34,57.2,69.44,91.44,44.4,839.6,1.92,0,1
4.11,4.85,9.45,15.69,0.16,0.19,0.37,0.61,90.4,1.24,4.86,3.05,2.41,2.64,2.15,57.06,1.38,44.72,3,746,94.12,51.95,2.55,43.57,1939,6.69,0.38,40200,53600,69700,29500,230,312,381,151,386,28.7,21.1,16,0,2,3.89,84.58,57.31,85.94,95.42,8.7,3596.7,2.97,0,1
19.53,25.44,46.75,52.07,0.28,0.36,0.67,0.75,96.62,0.2,3.06,2.45,2.77,2.86,2.55,73.27,1.36,24.41,3,354,92.23,70.97,0,22.03,1972,1.19,0,61200,72800,101700,40500,366,444,525,159,530,22.4,21.1,11,0,0,1.43,71.07,45.01,79.58,90.39,8.9,1320.6,0.51,0,1
17.63,24.35,33.59,44.99,1.92,2.66,3.66,4.91,84.18,2.08,3.49,2.51,2.62,2.69,2.43,75.71,4.32,51.08,2,1982,90.03,73.83,2.88,27.45,1979,2.97,0.4,75900,106600,150900,75000,392,498,601,209,581,26.3,24.8,11.3,0,0,10.91,30.22,36.21,71.45,83.54,33.5,1411.1,0.49,0,1
13.49,27.71,31.08,31.08,0.3,0.62,0.69,0.69,94.63,0.48,3.01,1.86,2.33,2.6,2,61.26,1.07,49.2,3,386,95.22,54.91,0.52,30.57,1942,4.32,0.36,87900,110300,136700,48800,279,386,470,191,455,27.8,22.6,13.3,21,1,2.22,71.11,52.7,83.39,90.6,22.5,829.1,0.74,0,2
1.46,1.46,2.78,2.78,0.05,0.05,0.09,0.09,90.62,0.92,2.3,1.67,2.4,2.52,2.1,75.98,0.81,38.82,3,504,94.77,72.53,2.38,54.17,1955,3.22,0.05,35500,48400,66100,30600,176,239,285,109,335,21.4,14.2,11.8,0,1,3.41,51.09,70.13,88.18,93.45,18.6,1190,0.91,0,1
0,0,16.84,16.84,0,0,0.11,0.11,97.78,0.21,2.89,2.04,2.36,2.39,2.31,63.85,2.09,48.85,3,409,93.55,63.11,1.96,33.99,1961,10.39,0.76,33200,47600,71600,38400,164,232,297,133,317,25.4,19.6,13,15,0,0.67,82.37,60.29,87.63,94.4,14.1,1008.8,0.21,0,2
0,18.42,18.42,18.42,0,0.07,0.07,0.07,98.33,0.07,5.63,4.79,3.02,3.13,2.66,78.54,2.08,40.8,3,223,93.95,75.69,0.45,16.14,1973,2.66,0.35,52700,64400,74300,21600,301,357,409,108,441,24,18.8,12.4,0,0,0.36,71.66,55.11,83.07,91.34,17,614.6,2.61,0,1
16.55,23.3,33.44,45.88,2.7,3.81,5.46,7.5,75.81,5.16,5.13,3.3,2.44,2.42,2.47,45.04,8.72,67.22,2,384,95.35,45.55,1.82,19.79,1962,1.52,0.23,231600,292400,378700,147100,506,645,779,273,702,27.4,27,11.7,0,67,16.34,48.86,45.07,87.46,92.23,2,9868.6,2,0,2
8.64,12.52,15.86,19.12,0.45,0.65,0.83,1,92.42,0.64,4.03,2.89,2.62,2.75,2.21,79.93,1,37.39,3,1298,93.56,76.17,2.39,44.07,1955,0.66,0.23,150200,172400,210100,59900,507,656,818,311,748,26.1,23.3,14.2,50,0,5.21,66.29,66.71,83.52,92.45,23.4,2135.7,2.79,5.66,1
5.58,7.29,9.92,17.83,0.08,0.1,0.14,0.26,96.39,0.63,3.5,2.3,2.37,2.47,2.21,65.28,1.87,51.24,2,1676,91.76,62.74,5.19,43.44,1954,7.65,0.29,31200,42400,58900,27700,209,276,340,131,357,26.1,15.3,12.7,69,0,1.43,74.52,53.78,86.28,93.2,14.9,3013.5,0.12,8,1
39.86,39.86,39.86,44.93,0.39,0.39,0.39,0.44,97.49,0.13,4.15,2.73,2.34,2.32,2.35,55.81,4,57.64,2,689,89.53,56.07,1.74,47.46,1959,7.5,0.67,29500,45700,67100,37600,177,240,308,131,335,27.7,17.3,13.7,0,0,0.98,76.45,52.37,86.39,93.11,7.4,1896.7,0,0,2
4.96,12.4,12.4,12.4,0.04,0.1,0.1,0.1,96.02,0.34,3.32,2.21,2.42,2.68,1.84,76.32,0.99,47.82,3,203,96.71,68.88,1.97,26.11,1958,3.58,0.39,49200,64600,83600,34400,198,284,376,178,337,26,17.2,12.4,0,0,0.8,74.23,52.8,77.44,89.46,36.1,419.1,1.02,0,1
17.1,24.77,32.23,39.95,2.12,3.08,4,4.96,84.14,2.7,3.22,1.77,2.25,2.39,2.13,49.23,4.11,60.63,2,1503,94.67,46.37,0.93,14.24,1966,0.56,0.46,289100,348300,411600,122500,679,828,987,308,863,25.4,27.4,11.8,0,29,12.42,43.47,39.07,77.69,84.01,6.5,9250.8,1.41,0,2
21.86,24.12,32.58,38.35,0.71,0.79,1.06,1.25,94.86,0.65,4.2,2.73,2.28,2.14,2.48,54.11,4.16,62.53,2,978,86.65,57.67,6.65,29.04,1971,10.13,0.31,42100,54900,76400,34300,193,275,344,151,358,25.6,18.7,11.5,44,0,3.25,41.55,48.94,74.5,85.28,9.3,1604.5,0.67,0,2
5.73,10.35,13.4,25.32,0.3,0.55,0.71,1.34,81.13,1.43,4.32,3.21,2.63,2.8,2.34,67.51,1.95,47.68,3,671,91.94,63.49,1.34,44.56,1960,4.12,0.31,80300,94400,118000,37700,313,406,475,162,454,28.5,24.4,13.8,9,0,5.31,62.9,52.98,82.03,85.78,49.5,413.2,0.74,0,1
0,29.03,43.01,43.01,0,0.18,0.27,0.27,97.82,0.35,3.07,2.04,2.32,2.42,2.17,62.25,1.13,45.27,3,546,91.58,59.6,1.1,50.92,1941,7.58,0.42,33200,46400,67400,34200,171,230,286,115,300,25.1,16.5,12.5,8,0,0.62,68.16,52.36,78.11,86.77,8,1885,0.95,0,1
17.01,26.22,31.86,36.33,1.06,1.63,1.98,2.26,93.22,0.38,2.33,1.6,2.43,2.69,1.89,74.65,0.7,36.77,3,623,95.25,67.36,1.12,12.84,1974,0.88,0.12,101900,142600,205100,103200,454,573,696,242,641,23.8,21.2,12.8,0,1,6.24,35.25,39.43,57.04,76.34,9.9,3094.7,3.1,0,1
22.81,34.48,46.12,58.09,2.72,4.11,5.5,6.93,84.06,3.25,4.87,2.78,2.26,2.43,2.14,45.77,6.67,64.77,2,4098,93.32,42.61,0.71,14.42,1973,6.61,0.65,86400,109600,146300,59900,337,419,517,180,492,26.9,23.3,12.2,577,32,11.93,23.58,31.66,65.4,69.62,59.6,2247,5.12,5.02,2
6.97,6.97,9.93,11.76,0.3,0.3,0.43,0.51,88.8,1.31,3.22,2.43,2.61,2.83,2,79.75,1.07,41.03,3,389,96.25,73.52,4.11,47.04,1965,0.55,0.16,106600,133000,164200,57600,222,398,529,307,488,26.7,23.9,14.6,0,0,4.33,84.13,68.99,93.54,95.61,24.5,1082.6,1.69,0,1
14.02,21.56,33.29,47.05,2.14,3.3,5.09,7.2,79.41,3.51,7.39,5.49,2.91,3.21,2.22,76.79,3.35,47.74,3,597,94.15,69.51,0.34,9.72,1975,1.22,0.24,87600,105500,122700,35100,502,563,642,140,623,24.3,23.4,12.4,0,0,15.3,65.01,47.93,70.54,87.87,5.3,5254.1,3.81,0,1
13.87,19.27,26.02,32.52,0.67,0.94,1.27,1.58,91.16,1.52,4.62,3.1,2.47,2.65,2.2,64.07,2.56,50.02,2,3307,94.31,59.63,10.07,39.58,1955,5.67,0.32,41500,56300,75300,33800,217,291,362,145,367,24.6,17.5,13.1,340,1,4.87,66.11,52.83,85.56,91.73,46.6,2992.2,1.55,0,1
18.95,28.02,36.24,46.57,7.04,10.41,13.47,17.31,33.11,17.59,26.78,23.07,4.06,4.23,3.8,63.4,32.6,47.08,3,266,97.14,60.93,1.88,22.18,1959,3.8,1.02,130200,155400,173900,43700,396,547,683,287,606,31,24.2,11.7,0,1,37.17,47.92,53.77,87.77,89.79,3.6,10219.9,5.22,0,2
15.47,21.74,29.45,34.91,2.01,2.83,3.83,4.55,86.24,1.75,2.35,1.37,2.11,2.23,1.86,71.49,1.64,57.28,2,1621,94.59,67.73,3.02,25.79,1970,0.46,0.22,220600,291500,366900,146300,578,675,864,286,720,27.3,23.9,11.9,0,7,13.02,42.9,47.97,70.9,85.95,20,3028.4,12.57,0,1
42.03,49.58,51.46,72.24,2.18,2.57,2.67,3.74,91.75,2.02,4.81,3.21,2.45,2.58,2.25,66.14,2.54,44.52,3,600,96.08,63,1.83,30.83,1948,3.02,0.62,40700,51000,68000,27300,231,301,372,141,360,24.5,18.9,13.5,49,0,5.18,78.28,54.29,81.39,91.56,14.6,2538.7,2.03,0,1
15.78,25.46,33.44,45.41,1.45,2.34,3.08,4.18,88.18,2.47,5.91,3.82,2.48,2.78,1.88,74.08,1.96,38.24,3,1369,95.99,65.9,1.39,26,1944,0.7,0.13,72700,92600,122300,49600,388,449,539,151,515,26.2,21.7,14.6,0,18,9.2,80.2,63.44,84.42,93.37,8.1,9963.3,15.22,0,1
10.25,10.25,18,21,0.33,0.33,0.58,0.68,94.34,0.57,3.04,2.23,2.68,2.8,2.27,81.34,1.32,37.6,3,173,96.38,77.93,0.58,37.57,1981,0.52,0,82700,97700,122200,39500,385,483,641,256,561,25.1,23.6,13.9,0,0,3.24,40.98,41.69,69.03,79.69,7.9,1555.2,3.33,0,1
11.39,22.04,32.27,38.5,0.72,1.39,2.04,2.43,91.69,0.66,4.31,3.38,2.89,3.18,1.97,83.76,0.68,32.12,3,1805,94.16,76.11,0.22,24.04,1981,0.05,0.12,140500,176500,225500,85000,550,628,738,188,698,24.1,23.2,12,0,0,6.31,52.12,39.81,60.09,75.73,28.9,2948.8,9.9,0,1
8.52,22.3,27.07,36.12,1.76,4.62,5.61,7.48,53.54,12.14,13.42,10.6,3.21,3.25,3.17,55.86,16.86,45.05,3,326,94.76,55.31,1.23,20.55,1974,2.78,0.35,143000,181500,223900,80900,374,504,634,260,546,26.3,26.2,12.5,69,12,20.71,60.81,48.34,76.04,94.16,5.9,3283,0.28,0,2
8.38,14.63,18.68,23.53,0.86,1.5,1.91,2.41,83.58,1.02,4.89,3.72,2.69,2.87,2.17,79.5,1.31,37.07,3,139,97.24,74.56,4.32,31.65,1954,0,0.28,172600,193300,227200,54600,601,687,812,211,743,24.8,22.6,14.2,0,0,10.23,64.79,66.93,86.09,93.19,2.8,4712.2,4.4,0,1
20.37,25.12,31.64,37.14,1.06,1.31,1.65,1.94,92.04,0.93,4.5,2.56,2.31,2.41,2.24,43.35,1.45,52.94,2,1898,85.5,41.6,0.95,37.09,1939,3.64,0.25,121100,155000,199000,77900,355,525,668,313,593,27.7,24.4,15.5,41,0,5.22,44.17,41.9,65.93,69.73,8.2,3432.9,2.08,7.69,2
17.52,25.86,36.98,42.34,1.96,2.9,4.14,4.75,87.51,3.01,5.58,3.32,2.34,2.73,1.97,56.83,2.23,63.03,2,2054,94.56,48.78,1.41,39.34,1944,1.24,0.29,132700,161100,189200,56500,412,599,713,301,657,26.4,21.1,14.2,61,4,11.21,75.95,58.14,77.32,91.14,17.4,4887.1,18.15,0,1
17.52,26.73,37.45,50.18,0.61,0.93,1.3,1.75,94.89,0.41,3.21,2.34,2.72,2.94,2.22,74.56,1.69,43.14,3,1023,94.46,68.84,0.1,16.62,1983,0.45,0.13,83800,104300,133200,49400,479,555,627,148,604,22.7,22.8,11.6,0,0,3.48,62.36,33.38,51.62,81.38,33.4,1419.3,2.32,0,1
9.81,16.64,22.59,28.38,0.17,0.29,0.39,0.49,95.83,0.48,3.89,3.28,3.09,3.16,2.46,91.87,0.85,23.15,3,437,96.63,89.78,0.46,26.09,1981,0.18,0.08,80900,96000,120600,39700,554,637,692,138,710,24.5,22.5,11.4,0,0,1.74,73.23,48.48,81.37,90.19,34,1138.5,1.22,0,1
11.25,11.25,26.2,44.46,0.15,0.15,0.34,0.58,96.26,0.43,6.56,4.62,2.64,2.67,2.6,54.49,5.36,51.75,2,1013,93.54,53.87,3.65,34.16,1965,9.21,0.76,40400,56300,81400,41000,215,314,396,181,438,25.1,19.6,13.9,43,0,1.3,69.31,50.02,77.35,86.97,24,1736.3,0.23,0,2
18.08,21.16,27.78,36.56,0.61,0.72,0.94,1.24,93.09,0.87,3.97,3.02,2.71,2.83,2.38,76.05,1.66,30.1,3,1797,94.8,72.76,7.85,30.22,1972,1.55,0.21,76700,89800,107300,30600,330,400,534,204,456,25.9,22,12,13,0,3.39,50.6,53.12,76.48,90.34,22.9,3891.3,3.07,6.09,1
0,0,0,0,0,0,0,0,95.73,0.44,3.08,1.93,2.3,2.51,1.92,69.57,0.79,44.84,3,151,96.69,63.61,0,33.11,1960,2.07,0.13,45200,55900,69900,24700,231,285,339,108,342,23.5,21.9,13.1,10,0,1.43,76.25,55.77,84.21,92.79,4.2,2460.1,0.04,0,1
18.04,30.43,40.77,52.6,2.34,3.95,5.29,6.82,78.92,6.26,6.74,4.49,2.54,2.56,2.52,41.07,8.55,63.29,2,485,95.62,40.71,0.82,15.05,1971,4.82,0.42,64400,86300,117300,52900,269,327,395,126,391,27.3,21.9,11.9,22,41,12.97,53.7,34.93,64.64,86.84,7.2,3832,0.25,0,2
11.7,20.31,27.7,34.73,2.07,3.6,4.91,6.15,71.6,7.46,4.17,2.73,2.42,2.67,2.22,50.5,2.86,57.32,2,1904,93.98,45.84,3.52,38.08,1941,5,0.77,93100,112500,132700,39600,263,374,460,197,437,25.8,22.7,14.4,8,1,17.71,63.63,58.07,88.05,89.06,9.1,8027,3.18,11.03,1
18.4,27.56,38.26,51.83,0.74,1.11,1.54,2.09,92.73,1.32,4.7,3.07,2.43,2.6,2.18,63.1,3.91,55.85,2,11820,91.25,58.93,3.88,33.29,1958,5.25,0.28,41600,56700,78000,36400,227,299,385,158,395,25.4,19.8,12.7,202,0,4.03,61.08,46.59,80.35,87.73,119.3,2548.6,1.15,3.07,2
6.5,14.92,22.25,24.83,0.56,1.3,1.93,2.16,88.93,0.7,4.13,3.26,2.8,2.89,2.24,88.8,0.82,27.91,3,183,96.38,85.99,3.28,43.17,1955,0.43,0.14,156400,189700,244200,87800,624,747,966,342,839,29.7,22.3,14.8,0,0,8.69,62.98,67.12,82.91,90.63,12.5,1101.5,3.73,0,1
0,5.73,12.21,12.21,0,0.04,0.09,0.09,97.63,0.33,3.49,2.45,2.44,2.51,2.33,61.71,1.49,47.68,3,773,94.76,59.9,1.29,43.98,1954,6.05,0.25,39700,51700,67900,28200,216,279,343,127,362,24.5,17.9,12.4,11,0,0.76,84.12,53.1,84.69,92.88,16.2,2127.6,0.1,0,1
13.93,23.43,34.27,46.56,2.58,4.33,6.34,8.61,67.1,9.26,12.25,9.92,3.16,3.17,3.14,70.08,14.5,51.41,2,1035,86.66,69.92,2.22,33.72,1985,6.48,0.62,92400,112700,132300,39900,285,388,561,276,442,35.1,29,12.2,0,0,18.49,50.2,26.9,49.07,87.83,30.8,697.7,0.51,0,2
23.8,33.75,41.85,50.98,1.97,2.8,3.47,4.23,85.44,2.01,8.26,4.66,2.33,2.6,2.07,55.1,4.36,62.22,2,7105,90.37,49.38,6.81,33.37,1951,6.19,0.39,49700,67200,95800,46100,223,282,358,135,333,24.9,21,12.7,542,163,8.29,57.5,45.77,77.25,83.33,112.9,1416.1,5.81,6.8,2
8.31,11.48,17.37,27.34,0.14,0.19,0.29,0.45,95.86,0.57,4.11,3.37,2.95,3.13,2.49,76.36,1.32,26.38,3,717,94.97,71.99,4.6,25.66,1978,0.9,0.18,62900,76700,96500,33600,325,396,469,144,507,23.6,20.1,11.8,0,0,1.65,63.45,42.38,79.32,86.06,16.7,2408.4,0.6,0,1
38.24,38.24,38.24,38.24,0.24,0.24,0.24,0.24,97.02,0.5,7.59,5.32,2.63,2.71,2.55,54.79,7.25,46.81,3,508,91.96,53.24,2.95,41.73,1967,11.84,2.01,32700,44000,63000,30300,99,192,275,176,270,27.4,19.2,13.9,0,0,0.62,82.3,50.55,80.12,90.92,10,1651.9,0.17,0,2
